#Step_num time omega delta |10><10| |r0><r0| |d0><d0|
2945 0.680457 0.999797 0.000051 0.000051 0.000051 0.000051
2946 0.680687 0.999797 0.000051 0.000051 0.000051 0.000051
2947 0.680916 0.999797 0.000051 0.000051 0.000051 0.000051
2948 0.681146 0.999797 0.000051 0.000051 0.000051 0.000051
2949 0.681376 0.999797 0.000051 0.000051 0.000051 0.000051
2950 0.681605 0.999797 0.000051 0.000051 0.000051 0.000051
2951 0.681835 0.999797 0.000051 0.000051 0.000051 0.000051
2952 0.682065 0.999797 0.000051 0.000051 0.000051 0.000051
2953 0.682295 0.999797 0.000051 0.000051 0.000051 0.000051
2954 0.682524 0.999797 0.000051 0.000051 0.000051 0.000051
2955 0.682754 0.999797 0.000051 0.000051 0.000051 0.000051
2956 0.682984 0.999797 0.000051 0.000051 0.000051 0.000051
2957 0.683213 0.999797 0.000051 0.000051 0.000051 0.000051
2958 0.683443 0.999797 0.000051 0.000051 0.000051 0.000051
2959 0.683673 0.999797 0.000051 0.000051 0.000051 0.000051
2960 0.683903 0.999797 0.000051 0.000051 0.000051 0.000051
2961 0.684132 0.999797 0.000051 0.000051 0.000051 0.000051
2962 0.684362 0.999797 0.000051 0.000051 0.000051 0.000051
2963 0.684592 0.999797 0.000051 0.000051 0.000051 0.000051
2964 0.684821 0.999797 0.000051 0.000051 0.000051 0.000051
2965 0.685051 0.999797 0.000051 0.000051 0.000051 0.000051
2966 0.685281 0.999797 0.000051 0.000051 0.000051 0.000051
2967 0.685511 0.999797 0.000051 0.000051 0.000051 0.000051
2968 0.685740 0.999797 0.000051 0.000051 0.000051 0.000051
2969 0.685970 0.999797 0.000051 0.000051 0.000051 0.000051
2970 0.686200 0.999797 0.000051 0.000051 0.000051 0.000051
2971 0.686430 0.999797 0.000051 0.000051 0.000051 0.000051
2972 0.686659 0.999797 0.000051 0.000051 0.000051 0.000051
2973 0.686889 0.999797 0.000051 0.000051 0.000051 0.000051
2974 0.687119 0.999797 0.000051 0.000051 0.000051 0.000051
2975 0.687348 0.999797 0.000051 0.000051 0.000051 0.000051
2976 0.687578 0.999797 0.000051 0.000051 0.000051 0.000051
2977 0.687808 0.999797 0.000051 0.000051 0.000051 0.000051
2978 0.688038 0.999797 0.000051 0.000051 0.000051 0.000051
2979 0.688267 0.999797 0.000051 0.000051 0.000051 0.000051
2980 0.688497 0.999797 0.000051 0.000051 0.000051 0.000051
2981 0.688727 0.999797 0.000051 0.000051 0.000051 0.000051
2982 0.688956 0.999797 0.000051 0.000051 0.000051 0.000051
2983 0.689186 0.999797 0.000051 0.000051 0.000051 0.000051
2984 0.689416 0.999797 0.000051 0.000051 0.000051 0.000051
2985 0.689646 0.999797 0.000051 0.000051 0.000051 0.000051
2986 0.689875 0.999797 0.000051 0.000051 0.000051 0.000051
2987 0.690105 0.999797 0.000051 0.000051 0.000051 0.000051
2988 0.690335 0.999797 0.000051 0.000051 0.000051 0.000051
2989 0.690565 0.999797 0.000051 0.000051 0.000051 0.000051
2990 0.690794 0.999797 0.000051 0.000051 0.000051 0.000051
2991 0.691024 0.999797 0.000051 0.000051 0.000051 0.000051
2992 0.691254 0.999797 0.000051 0.000051 0.000051 0.000051
2993 0.691483 0.999797 0.000051 0.000051 0.000051 0.000051
2994 0.691713 0.999797 0.000051 0.000051 0.000051 0.000051
2995 0.691943 0.999797 0.000051 0.000051 0.000051 0.000051
2996 0.692173 0.999797 0.000051 0.000051 0.000051 0.000051
2997 0.692402 0.999797 0.000051 0.000051 0.000051 0.000051
2998 0.692632 0.999797 0.000051 0.000051 0.000051 0.000051
2999 0.692862 0.999797 0.000051 0.000051 0.000051 0.000051
3000 0.693091 0.999797 0.000051 0.000051 0.000051 0.000051
3001 0.693321 0.999797 0.000051 0.000051 0.000051 0.000051
3002 0.693551 0.999797 0.000051 0.000051 0.000051 0.000051
3003 0.693781 0.999797 0.000051 0.000051 0.000051 0.000051
3004 0.694010 0.999797 0.000051 0.000051 0.000051 0.000051
3005 0.694240 0.999797 0.000051 0.000051 0.000051 0.000051
3006 0.694470 0.999797 0.000051 0.000051 0.000051 0.000051
3007 0.694699 0.999797 0.000051 0.000051 0.000051 0.000051
3008 0.694929 0.999797 0.000051 0.000051 0.000051 0.000051
3009 0.695159 0.999797 0.000051 0.000051 0.000051 0.000051
3010 0.695389 0.999797 0.000051 0.000051 0.000051 0.000051
3011 0.695618 0.999797 0.000051 0.000051 0.000051 0.000051
3012 0.695848 0.999797 0.000051 0.000051 0.000051 0.000051
3013 0.696078 0.999797 0.000051 0.000051 0.000051 0.000051
3014 0.696308 0.999797 0.000051 0.000051 0.000051 0.000051
3015 0.696537 0.999797 0.000051 0.000051 0.000051 0.000051
3016 0.696767 0.999797 0.000051 0.000051 0.000051 0.000051
3017 0.696997 0.999797 0.000051 0.000051 0.000051 0.000051
3018 0.697226 0.999797 0.000051 0.000051 0.000051 0.000051
3019 0.697456 0.999797 0.000051 0.000051 0.000051 0.000051
3020 0.697686 0.999797 0.000051 0.000051 0.000051 0.000051
3021 0.697916 0.999797 0.000051 0.000051 0.000051 0.000051
3022 0.698145 0.999797 0.000051 0.000051 0.000051 0.000051
3023 0.698375 0.999797 0.000051 0.000051 0.000051 0.000051
3024 0.698605 0.999797 0.000051 0.000051 0.000051 0.000051
3025 0.698834 0.999797 0.000051 0.000051 0.000051 0.000051
3026 0.699064 0.999797 0.000051 0.000051 0.000051 0.000051
3027 0.699294 0.999797 0.000051 0.000051 0.000051 0.000051
3028 0.699524 0.999797 0.000051 0.000051 0.000051 0.000051
3029 0.699753 0.999797 0.000051 0.000051 0.000051 0.000051
3030 0.699983 0.999797 0.000051 0.000051 0.000051 0.000051
3031 0.700213 0.999797 0.000051 0.000051 0.000051 0.000051
3032 0.700442 0.999797 0.000051 0.000051 0.000051 0.000051
3033 0.700672 0.999797 0.000051 0.000051 0.000051 0.000051
3034 0.700902 0.999797 0.000051 0.000051 0.000051 0.000051
3035 0.701132 0.999797 0.000051 0.000051 0.000051 0.000051
3036 0.701361 0.999797 0.000051 0.000051 0.000051 0.000051
3037 0.701591 0.999797 0.000051 0.000051 0.000051 0.000051
3038 0.701821 0.999797 0.000051 0.000051 0.000051 0.000051
3039 0.702051 0.999797 0.000051 0.000051 0.000051 0.000051
3040 0.702280 0.999797 0.000051 0.000051 0.000051 0.000051
3041 0.702510 0.999797 0.000051 0.000051 0.000051 0.000051
3042 0.702740 0.999797 0.000051 0.000051 0.000051 0.000051
3043 0.702969 0.999797 0.000051 0.000051 0.000051 0.000051
3044 0.703199 0.999797 0.000051 0.000051 0.000051 0.000051
3045 0.703429 0.999797 0.000051 0.000051 0.000051 0.000051
3046 0.703659 0.999797 0.000051 0.000051 0.000051 0.000051
3047 0.703888 0.999797 0.000051 0.000051 0.000051 0.000051
3048 0.704118 0.999797 0.000051 0.000051 0.000051 0.000051
3049 0.704348 0.999797 0.000051 0.000051 0.000051 0.000051
3050 0.704577 0.999797 0.000051 0.000051 0.000051 0.000051
3051 0.704807 0.999797 0.000051 0.000051 0.000051 0.000051
3052 0.705037 0.999797 0.000051 0.000051 0.000051 0.000051
3053 0.705267 0.999797 0.000051 0.000051 0.000051 0.000051
3054 0.705496 0.999797 0.000051 0.000051 0.000051 0.000051
3055 0.705726 0.999797 0.000051 0.000051 0.000051 0.000051
3056 0.705956 0.999797 0.000051 0.000051 0.000051 0.000051
3057 0.706185 0.999797 0.000051 0.000051 0.000051 0.000051
3058 0.706415 0.999797 0.000051 0.000051 0.000051 0.000051
3059 0.706645 0.999797 0.000051 0.000051 0.000051 0.000051
3060 0.706875 0.999797 0.000051 0.000051 0.000051 0.000051
3061 0.707104 0.999797 0.000051 0.000051 0.000051 0.000051
3062 0.707334 0.999797 0.000051 0.000051 0.000051 0.000051
3063 0.707564 0.999797 0.000051 0.000051 0.000051 0.000051
3064 0.707794 0.999797 0.000051 0.000051 0.000051 0.000051
3065 0.708023 0.999797 0.000051 0.000051 0.000051 0.000051
3066 0.708253 0.999797 0.000051 0.000051 0.000051 0.000051
3067 0.708483 0.999797 0.000051 0.000051 0.000051 0.000051
3068 0.708712 0.999797 0.000051 0.000051 0.000051 0.000051
3069 0.708942 0.999797 0.000051 0.000051 0.000051 0.000051
3070 0.709172 0.999797 0.000051 0.000051 0.000051 0.000051
3071 0.709402 0.999797 0.000051 0.000051 0.000051 0.000051
3072 0.709631 0.999797 0.000051 0.000051 0.000051 0.000051
3073 0.709861 0.999797 0.000051 0.000051 0.000051 0.000051
3074 0.710091 0.999797 0.000051 0.000051 0.000051 0.000051
3075 0.710320 0.999797 0.000051 0.000051 0.000051 0.000051
3076 0.710550 0.999797 0.000051 0.000051 0.000051 0.000051
3077 0.710780 0.999797 0.000051 0.000051 0.000051 0.000051
3078 0.711010 0.999797 0.000051 0.000051 0.000051 0.000051
3079 0.711239 0.999797 0.000051 0.000051 0.000051 0.000051
3080 0.711469 0.999797 0.000051 0.000051 0.000051 0.000051
3081 0.711699 0.999797 0.000051 0.000051 0.000051 0.000051
3082 0.711928 0.999797 0.000051 0.000051 0.000051 0.000051
3083 0.712158 0.999797 0.000051 0.000051 0.000051 0.000051
3084 0.712388 0.999797 0.000051 0.000051 0.000051 0.000051
3085 0.712618 0.999797 0.000051 0.000051 0.000051 0.000051
3086 0.712847 0.999797 0.000051 0.000051 0.000051 0.000051
3087 0.713077 0.999797 0.000051 0.000051 0.000051 0.000051
3088 0.713307 0.999797 0.000051 0.000051 0.000051 0.000051
3089 0.713537 0.999797 0.000051 0.000051 0.000051 0.000051
3090 0.713766 0.999797 0.000051 0.000051 0.000051 0.000051
3091 0.713996 0.999797 0.000051 0.000051 0.000051 0.000051
3092 0.714226 0.999797 0.000051 0.000051 0.000051 0.000051
3093 0.714455 0.999797 0.000051 0.000051 0.000051 0.000051
3094 0.714685 0.999797 0.000051 0.000051 0.000051 0.000051
3095 0.714915 0.999797 0.000051 0.000051 0.000051 0.000051
3096 0.715145 0.999797 0.000051 0.000051 0.000051 0.000051
3097 0.715374 0.999797 0.000051 0.000051 0.000051 0.000051
3098 0.715604 0.999797 0.000051 0.000051 0.000051 0.000051
3099 0.715834 0.999797 0.000051 0.000051 0.000051 0.000051
3100 0.716063 0.999797 0.000051 0.000051 0.000051 0.000051
3101 0.716293 0.999797 0.000051 0.000051 0.000051 0.000051
3102 0.716523 0.999797 0.000051 0.000051 0.000051 0.000051
3103 0.716753 0.999797 0.000051 0.000051 0.000051 0.000051
3104 0.716982 0.999797 0.000051 0.000051 0.000051 0.000051
3105 0.717212 0.999797 0.000051 0.000051 0.000051 0.000051
3106 0.717442 0.999797 0.000051 0.000051 0.000051 0.000051
3107 0.717672 0.999797 0.000051 0.000051 0.000051 0.000051
3108 0.717901 0.999797 0.000051 0.000051 0.000051 0.000051
3109 0.718131 0.999797 0.000051 0.000051 0.000051 0.000051
3110 0.718361 0.999797 0.000051 0.000051 0.000051 0.000051
3111 0.718590 0.999797 0.000051 0.000051 0.000051 0.000051
3112 0.718820 0.999797 0.000051 0.000051 0.000051 0.000051
3113 0.719050 0.999797 0.000051 0.000051 0.000051 0.000051
3114 0.719280 0.999797 0.000051 0.000051 0.000051 0.000051
3115 0.719509 0.999797 0.000051 0.000051 0.000051 0.000051
3116 0.719739 0.999797 0.000051 0.000051 0.000051 0.000051
3117 0.719969 0.999797 0.000051 0.000051 0.000051 0.000051
3118 0.720198 0.999797 0.000051 0.000051 0.000051 0.000051
3119 0.720428 0.999797 0.000051 0.000051 0.000051 0.000051
3120 0.720658 0.999797 0.000051 0.000051 0.000051 0.000051
3121 0.720888 0.999797 0.000051 0.000051 0.000051 0.000051
3122 0.721117 0.999797 0.000051 0.000051 0.000051 0.000051
3123 0.721347 0.999797 0.000051 0.000051 0.000051 0.000051
3124 0.721577 0.999797 0.000051 0.000051 0.000051 0.000051
3125 0.721806 0.999797 0.000051 0.000051 0.000051 0.000051
3126 0.722036 0.999797 0.000051 0.000051 0.000051 0.000051
3127 0.722266 0.999797 0.000051 0.000051 0.000051 0.000051
3128 0.722496 0.999797 0.000051 0.000051 0.000051 0.000051
3129 0.722725 0.999797 0.000051 0.000051 0.000051 0.000051
3130 0.722955 0.999797 0.000051 0.000051 0.000051 0.000051
3131 0.723185 0.999797 0.000051 0.000051 0.000051 0.000051
3132 0.723415 0.999797 0.000051 0.000051 0.000051 0.000051
3133 0.723644 0.999797 0.000051 0.000051 0.000051 0.000051
3134 0.723874 0.999797 0.000051 0.000051 0.000051 0.000051
3135 0.724104 0.999797 0.000051 0.000051 0.000051 0.000051
3136 0.724333 0.999797 0.000051 0.000051 0.000051 0.000051
3137 0.724563 0.999797 0.000051 0.000051 0.000051 0.000051
3138 0.724793 0.999797 0.000051 0.000051 0.000051 0.000051
3139 0.725023 0.999797 0.000051 0.000051 0.000051 0.000051
3140 0.725252 0.999797 0.000051 0.000051 0.000051 0.000051
3141 0.725482 0.999797 0.000051 0.000051 0.000051 0.000051
3142 0.725712 0.999797 0.000051 0.000051 0.000051 0.000051
3143 0.725941 0.999797 0.000051 0.000051 0.000051 0.000051
3144 0.726171 0.999797 0.000051 0.000051 0.000051 0.000051
3145 0.726401 0.999797 0.000051 0.000051 0.000051 0.000051
3146 0.726631 0.999797 0.000051 0.000051 0.000051 0.000051
3147 0.726860 0.999797 0.000051 0.000051 0.000051 0.000051
3148 0.727090 0.999797 0.000051 0.000051 0.000051 0.000051
3149 0.727320 0.999797 0.000051 0.000051 0.000051 0.000051
3150 0.727549 0.999797 0.000051 0.000051 0.000051 0.000051
3151 0.727779 0.999797 0.000051 0.000051 0.000051 0.000051
3152 0.728009 0.999797 0.000051 0.000051 0.000051 0.000051
3153 0.728239 0.999797 0.000051 0.000051 0.000051 0.000051
3154 0.728468 0.999797 0.000051 0.000051 0.000051 0.000051
3155 0.728698 0.999797 0.000051 0.000051 0.000051 0.000051
3156 0.728928 0.999797 0.000051 0.000051 0.000051 0.000051
3157 0.729158 0.999797 0.000051 0.000051 0.000051 0.000051
3158 0.729387 0.999797 0.000051 0.000051 0.000051 0.000051
3159 0.729617 0.999797 0.000051 0.000051 0.000051 0.000051
3160 0.729847 0.999797 0.000051 0.000051 0.000051 0.000051
3161 0.730076 0.999797 0.000051 0.000051 0.000051 0.000051
3162 0.730306 0.999797 0.000051 0.000051 0.000051 0.000051
3163 0.730536 0.999797 0.000051 0.000051 0.000051 0.000051
3164 0.730766 0.999797 0.000051 0.000051 0.000051 0.000051
3165 0.730995 0.999797 0.000051 0.000051 0.000051 0.000051
3166 0.731225 0.999797 0.000051 0.000051 0.000051 0.000051
3167 0.731455 0.999797 0.000051 0.000051 0.000051 0.000051
3168 0.731684 0.999797 0.000051 0.000051 0.000051 0.000051
3169 0.731914 0.999797 0.000051 0.000051 0.000051 0.000051
3170 0.732144 0.999797 0.000051 0.000051 0.000051 0.000051
3171 0.732374 0.999797 0.000051 0.000051 0.000051 0.000051
3172 0.732603 0.999797 0.000051 0.000051 0.000051 0.000051
3173 0.732833 0.999797 0.000051 0.000051 0.000051 0.000051
3174 0.733063 0.999797 0.000051 0.000051 0.000051 0.000051
3175 0.733292 0.999797 0.000051 0.000051 0.000051 0.000051
3176 0.733522 0.999797 0.000051 0.000051 0.000051 0.000051
3177 0.733752 0.999797 0.000051 0.000051 0.000051 0.000051
3178 0.733982 0.999797 0.000051 0.000051 0.000051 0.000051
3179 0.734211 0.999797 0.000051 0.000051 0.000051 0.000051
3180 0.734441 0.999797 0.000051 0.000051 0.000051 0.000051
3181 0.734671 0.999797 0.000051 0.000051 0.000051 0.000051
3182 0.734901 0.999797 0.000051 0.000051 0.000051 0.000051
3183 0.735130 0.999797 0.000051 0.000051 0.000051 0.000051
3184 0.735360 0.999797 0.000051 0.000051 0.000051 0.000051
3185 0.735590 0.999797 0.000051 0.000051 0.000051 0.000051
3186 0.735819 0.999797 0.000051 0.000051 0.000051 0.000051
3187 0.736049 0.999797 0.000051 0.000051 0.000051 0.000051
3188 0.736279 0.999797 0.000051 0.000051 0.000051 0.000051
3189 0.736509 0.999797 0.000051 0.000051 0.000051 0.000051
3190 0.736738 0.999797 0.000051 0.000051 0.000051 0.000051
3191 0.736968 0.999797 0.000051 0.000051 0.000051 0.000051
3192 0.737198 0.999797 0.000051 0.000051 0.000051 0.000051
3193 0.737427 0.999797 0.000051 0.000051 0.000051 0.000051
3194 0.737657 0.999797 0.000051 0.000051 0.000051 0.000051
3195 0.737887 0.999797 0.000051 0.000051 0.000051 0.000051
3196 0.738117 0.999797 0.000051 0.000051 0.000051 0.000051
3197 0.738346 0.999797 0.000051 0.000051 0.000051 0.000051
3198 0.738576 0.999797 0.000051 0.000051 0.000051 0.000051
3199 0.738806 0.999797 0.000051 0.000051 0.000051 0.000051
3200 0.739036 0.999797 0.000051 0.000051 0.000051 0.000051
3201 0.739265 0.999797 0.000051 0.000051 0.000051 0.000051
3202 0.739495 0.999797 0.000051 0.000051 0.000051 0.000051
3203 0.739725 0.999797 0.000051 0.000051 0.000051 0.000051
3204 0.739954 0.999797 0.000051 0.000051 0.000051 0.000051
3205 0.740184 0.999797 0.000051 0.000051 0.000051 0.000051
3206 0.740414 0.999797 0.000051 0.000051 0.000051 0.000051
3207 0.740644 0.999797 0.000051 0.000051 0.000051 0.000051
3208 0.740873 0.999797 0.000051 0.000051 0.000051 0.000051
3209 0.741103 0.999797 0.000051 0.000051 0.000051 0.000051
3210 0.741333 0.999797 0.000051 0.000051 0.000051 0.000051
3211 0.741562 0.999797 0.000051 0.000051 0.000051 0.000051
3212 0.741792 0.999797 0.000051 0.000051 0.000051 0.000051
3213 0.742022 0.999797 0.000051 0.000051 0.000051 0.000051
3214 0.742252 0.999797 0.000051 0.000051 0.000051 0.000051
3215 0.742481 0.999797 0.000051 0.000051 0.000051 0.000051
3216 0.742711 0.999797 0.000051 0.000051 0.000051 0.000051
3217 0.742941 0.999797 0.000051 0.000051 0.000051 0.000051
3218 0.743170 0.999797 0.000051 0.000051 0.000051 0.000051
3219 0.743400 0.999797 0.000051 0.000051 0.000051 0.000051
3220 0.743630 0.999797 0.000051 0.000051 0.000051 0.000051
3221 0.743860 0.999797 0.000051 0.000051 0.000051 0.000051
3222 0.744089 0.999797 0.000051 0.000051 0.000051 0.000051
3223 0.744319 0.999797 0.000051 0.000051 0.000051 0.000051
3224 0.744549 0.999797 0.000051 0.000051 0.000051 0.000051
3225 0.744779 0.999797 0.000051 0.000051 0.000051 0.000051
3226 0.745008 0.999797 0.000051 0.000051 0.000051 0.000051
3227 0.745238 0.999797 0.000051 0.000051 0.000051 0.000051
3228 0.745468 0.999797 0.000051 0.000051 0.000051 0.000051
3229 0.745697 0.999797 0.000051 0.000051 0.000051 0.000051
3230 0.745927 0.999797 0.000051 0.000051 0.000051 0.000051
3231 0.746157 0.999797 0.000051 0.000051 0.000051 0.000051
3232 0.746387 0.999797 0.000051 0.000051 0.000051 0.000051
3233 0.746616 0.999797 0.000051 0.000051 0.000051 0.000051
3234 0.746846 0.999797 0.000051 0.000051 0.000051 0.000051
3235 0.747076 0.999797 0.000051 0.000051 0.000051 0.000051
3236 0.747305 0.999797 0.000051 0.000051 0.000051 0.000051
3237 0.747535 0.999797 0.000051 0.000051 0.000051 0.000051
3238 0.747765 0.999797 0.000051 0.000051 0.000051 0.000051
3239 0.747995 0.999797 0.000051 0.000051 0.000051 0.000051
3240 0.748224 0.999797 0.000051 0.000051 0.000051 0.000051
3241 0.748454 0.999797 0.000051 0.000051 0.000051 0.000051
3242 0.748684 0.999797 0.000051 0.000051 0.000051 0.000051
3243 0.748913 0.999797 0.000051 0.000051 0.000051 0.000051
3244 0.749143 0.999797 0.000051 0.000051 0.000051 0.000051
3245 0.749373 0.999797 0.000051 0.000051 0.000051 0.000051
3246 0.749603 0.999797 0.000051 0.000051 0.000051 0.000051
3247 0.749832 0.999797 0.000051 0.000051 0.000051 0.000051
3248 0.750062 0.999797 0.000051 0.000051 0.000051 0.000051
3249 0.750292 0.999797 0.000051 0.000051 0.000051 0.000051
3250 0.750522 0.999797 0.000051 0.000051 0.000051 0.000051
3251 0.750751 0.999797 0.000051 0.000051 0.000051 0.000051
3252 0.750981 0.999797 0.000051 0.000051 0.000051 0.000051
3253 0.751211 0.999797 0.000051 0.000051 0.000051 0.000051
3254 0.751440 0.999797 0.000051 0.000051 0.000051 0.000051
3255 0.751670 0.999797 0.000051 0.000051 0.000051 0.000051
3256 0.751900 0.999797 0.000051 0.000051 0.000051 0.000051
3257 0.752130 0.999797 0.000051 0.000051 0.000051 0.000051
3258 0.752359 0.999797 0.000051 0.000051 0.000051 0.000051
3259 0.752589 0.999797 0.000051 0.000051 0.000051 0.000051
3260 0.752819 0.999797 0.000051 0.000051 0.000051 0.000051
3261 0.753048 0.999797 0.000051 0.000051 0.000051 0.000051
3262 0.753278 0.999797 0.000051 0.000051 0.000051 0.000051
3263 0.753508 0.999797 0.000051 0.000051 0.000051 0.000051
3264 0.753738 0.999797 0.000051 0.000051 0.000051 0.000051
3265 0.753967 0.999797 0.000051 0.000051 0.000051 0.000051
3266 0.754197 0.999797 0.000051 0.000051 0.000051 0.000051
3267 0.754427 0.999797 0.000051 0.000051 0.000051 0.000051
3268 0.754656 0.999797 0.000051 0.000051 0.000051 0.000051
3269 0.754886 0.999797 0.000051 0.000051 0.000051 0.000051
3270 0.755116 0.999797 0.000051 0.000051 0.000051 0.000051
3271 0.755346 0.999797 0.000051 0.000051 0.000051 0.000051
3272 0.755575 0.999797 0.000051 0.000051 0.000051 0.000051
3273 0.755805 0.999797 0.000051 0.000051 0.000051 0.000051
3274 0.756035 0.999797 0.000051 0.000051 0.000051 0.000051
3275 0.756265 0.999797 0.000051 0.000051 0.000051 0.000051
3276 0.756494 0.999797 0.000051 0.000051 0.000051 0.000051
3277 0.756724 0.999797 0.000051 0.000051 0.000051 0.000051
3278 0.756954 0.999797 0.000051 0.000051 0.000051 0.000051
3279 0.757183 0.999797 0.000051 0.000051 0.000051 0.000051
3280 0.757413 0.999797 0.000051 0.000051 0.000051 0.000051
3281 0.757643 0.999797 0.000051 0.000051 0.000051 0.000051
3282 0.757873 0.999797 0.000051 0.000051 0.000051 0.000051
3283 0.758102 0.999797 0.000051 0.000051 0.000051 0.000051
3284 0.758332 0.999797 0.000051 0.000051 0.000051 0.000051
3285 0.758562 0.999797 0.000051 0.000051 0.000051 0.000051
3286 0.758791 0.999797 0.000051 0.000051 0.000051 0.000051
3287 0.759021 0.999797 0.000051 0.000051 0.000051 0.000051
3288 0.759251 0.999797 0.000051 0.000051 0.000051 0.000051
3289 0.759481 0.999797 0.000051 0.000051 0.000051 0.000051
3290 0.759710 0.999797 0.000051 0.000051 0.000051 0.000051
3291 0.759940 0.999797 0.000051 0.000051 0.000051 0.000051
3292 0.760170 0.999797 0.000051 0.000051 0.000051 0.000051
3293 0.760399 0.999797 0.000051 0.000051 0.000051 0.000051
3294 0.760629 0.999797 0.000051 0.000051 0.000051 0.000051
3295 0.760859 0.999797 0.000051 0.000051 0.000051 0.000051
3296 0.761089 0.999797 0.000051 0.000051 0.000051 0.000051
3297 0.761318 0.999797 0.000051 0.000051 0.000051 0.000051
3298 0.761548 0.999797 0.000051 0.000051 0.000051 0.000051
3299 0.761778 0.999797 0.000051 0.000051 0.000051 0.000051
3300 0.762008 0.999797 0.000051 0.000051 0.000051 0.000051
3301 0.762237 0.999797 0.000051 0.000051 0.000051 0.000051
3302 0.762467 0.999797 0.000051 0.000051 0.000051 0.000051
3303 0.762697 0.999797 0.000051 0.000051 0.000051 0.000051
3304 0.762926 0.999797 0.000051 0.000051 0.000051 0.000051
3305 0.763156 0.999797 0.000051 0.000051 0.000051 0.000051
3306 0.763386 0.999797 0.000051 0.000051 0.000051 0.000051
3307 0.763616 0.999797 0.000051 0.000051 0.000051 0.000051
3308 0.763845 0.999797 0.000051 0.000051 0.000051 0.000051
3309 0.764075 0.999797 0.000051 0.000051 0.000051 0.000051
3310 0.764305 0.999797 0.000051 0.000051 0.000051 0.000051
3311 0.764534 0.999797 0.000051 0.000051 0.000051 0.000051
3312 0.764764 0.999797 0.000051 0.000051 0.000051 0.000051
3313 0.764994 0.999797 0.000051 0.000051 0.000051 0.000051
3314 0.765224 0.999797 0.000051 0.000051 0.000051 0.000051
3315 0.765453 0.999797 0.000051 0.000051 0.000051 0.000051
3316 0.765683 0.999797 0.000051 0.000051 0.000051 0.000051
3317 0.765913 0.999797 0.000051 0.000051 0.000051 0.000051
3318 0.766143 0.999797 0.000051 0.000051 0.000051 0.000051
3319 0.766372 0.999797 0.000051 0.000051 0.000051 0.000051
3320 0.766602 0.999797 0.000051 0.000051 0.000051 0.000051
3321 0.766832 0.999797 0.000051 0.000051 0.000051 0.000051
3322 0.767061 0.999797 0.000051 0.000051 0.000051 0.000051
3323 0.767291 0.999797 0.000051 0.000051 0.000051 0.000051
3324 0.767521 0.999797 0.000051 0.000051 0.000051 0.000051
3325 0.767751 0.999797 0.000051 0.000051 0.000051 0.000051
3326 0.767980 0.999797 0.000051 0.000051 0.000051 0.000051
3327 0.768210 0.999797 0.000051 0.000051 0.000051 0.000051
3328 0.768440 0.999797 0.000051 0.000051 0.000051 0.000051
3329 0.768669 0.999797 0.000051 0.000051 0.000051 0.000051
3330 0.768899 0.999797 0.000051 0.000051 0.000051 0.000051
3331 0.769129 0.999797 0.000051 0.000051 0.000051 0.000051
3332 0.769359 0.999797 0.000051 0.000051 0.000051 0.000051
3333 0.769588 0.999797 0.000051 0.000051 0.000051 0.000051
3334 0.769818 0.999797 0.000051 0.000051 0.000051 0.000051
3335 0.770048 0.999797 0.000051 0.000051 0.000051 0.000051
3336 0.770277 0.999797 0.000051 0.000051 0.000051 0.000051
3337 0.770507 0.999797 0.000051 0.000051 0.000051 0.000051
3338 0.770737 0.999797 0.000051 0.000051 0.000051 0.000051
3339 0.770967 0.999797 0.000051 0.000051 0.000051 0.000051
3340 0.771196 0.999797 0.000051 0.000051 0.000051 0.000051
3341 0.771426 0.999797 0.000051 0.000051 0.000051 0.000051
3342 0.771656 0.999797 0.000051 0.000051 0.000051 0.000051
3343 0.771886 0.999797 0.000051 0.000051 0.000051 0.000051
3344 0.772115 0.999797 0.000051 0.000051 0.000051 0.000051
3345 0.772345 0.999797 0.000051 0.000051 0.000051 0.000051
3346 0.772575 0.999797 0.000051 0.000051 0.000051 0.000051
3347 0.772804 0.999797 0.000051 0.000051 0.000051 0.000051
3348 0.773034 0.999797 0.000051 0.000051 0.000051 0.000051
3349 0.773264 0.999797 0.000051 0.000051 0.000051 0.000051
3350 0.773494 0.999797 0.000051 0.000051 0.000051 0.000051
3351 0.773723 0.999797 0.000051 0.000051 0.000051 0.000051
3352 0.773953 0.999797 0.000051 0.000051 0.000051 0.000051
3353 0.774183 0.999797 0.000051 0.000051 0.000051 0.000051
3354 0.774412 0.999797 0.000051 0.000051 0.000051 0.000051
3355 0.774642 0.999797 0.000051 0.000051 0.000051 0.000051
3356 0.774872 0.999797 0.000051 0.000051 0.000051 0.000051
3357 0.775102 0.999797 0.000051 0.000051 0.000051 0.000051
3358 0.775331 0.999797 0.000051 0.000051 0.000051 0.000051
3359 0.775561 0.999797 0.000051 0.000051 0.000051 0.000051
3360 0.775791 0.999797 0.000051 0.000051 0.000051 0.000051
3361 0.776020 0.999797 0.000051 0.000051 0.000051 0.000051
3362 0.776250 0.999797 0.000051 0.000051 0.000051 0.000051
3363 0.776480 0.999797 0.000051 0.000051 0.000051 0.000051
3364 0.776710 0.999797 0.000051 0.000051 0.000051 0.000051
3365 0.776939 0.999797 0.000051 0.000051 0.000051 0.000051
3366 0.777169 0.999797 0.000051 0.000051 0.000051 0.000051
3367 0.777399 0.999797 0.000051 0.000051 0.000051 0.000051
