#Step_num time omega delta |10><10| |r0><r0| |d0><d0|
1457 0.345709 0.248581 0.186290 0.186290 0.186290 0.186290
1458 0.345946 0.249946 0.185948 0.185948 0.185948 0.185948
1459 0.346183 0.251327 0.185603 0.185603 0.185603 0.185603
1460 0.346420 0.252724 0.185254 0.185254 0.185254 0.185254
1461 0.346656 0.254136 0.184902 0.184902 0.184902 0.184902
1462 0.346893 0.255561 0.184546 0.184546 0.184546 0.184546
1463 0.347130 0.256998 0.184187 0.184187 0.184187 0.184187
1464 0.347366 0.258447 0.183824 0.183824 0.183824 0.183824
1465 0.347603 0.259905 0.183458 0.183458 0.183458 0.183458
1466 0.347839 0.261372 0.183089 0.183089 0.183089 0.183089
1467 0.348075 0.262846 0.182717 0.182717 0.182717 0.182717
1468 0.348312 0.264326 0.182343 0.182343 0.182343 0.182343
1469 0.348548 0.265809 0.181967 0.181967 0.181967 0.181967
1470 0.348784 0.267295 0.181591 0.181591 0.181591 0.181591
1471 0.349020 0.268782 0.181214 0.181214 0.181214 0.181214
1472 0.349256 0.270268 0.180837 0.180837 0.180837 0.180837
1473 0.349492 0.271752 0.180462 0.180462 0.180462 0.180462
1474 0.349728 0.273232 0.180088 0.180088 0.180088 0.180088
1475 0.349964 0.274706 0.179716 0.179716 0.179716 0.179716
1476 0.350200 0.276173 0.179348 0.179348 0.179348 0.179348
1477 0.350436 0.277631 0.178983 0.178983 0.178983 0.178983
1478 0.350671 0.279078 0.178621 0.178621 0.178621 0.178621
1479 0.350907 0.280514 0.178263 0.178263 0.178263 0.178263
1480 0.351143 0.281936 0.177910 0.177910 0.177910 0.177910
1481 0.351378 0.283343 0.177561 0.177561 0.177561 0.177561
1482 0.351614 0.284734 0.177215 0.177215 0.177215 0.177215
1483 0.351850 0.286107 0.176875 0.176875 0.176875 0.176875
1484 0.352085 0.287461 0.176538 0.176538 0.176538 0.176538
1485 0.352321 0.288795 0.176206 0.176206 0.176206 0.176206
1486 0.352556 0.290106 0.175878 0.175878 0.175878 0.175878
1487 0.352791 0.291395 0.175556 0.175556 0.175556 0.175556
1488 0.353027 0.292659 0.175238 0.175238 0.175238 0.175238
1489 0.353262 0.293898 0.174926 0.174926 0.174926 0.174926
1490 0.353497 0.295109 0.174619 0.174619 0.174619 0.174619
1491 0.353732 0.296293 0.174319 0.174319 0.174319 0.174319
1492 0.353967 0.297448 0.174026 0.174026 0.174026 0.174026
1493 0.354202 0.298572 0.173741 0.173741 0.173741 0.173741
1494 0.354437 0.299666 0.173463 0.173463 0.173463 0.173463
1495 0.354672 0.300727 0.173194 0.173194 0.173194 0.173194
1496 0.354907 0.301756 0.172934 0.172934 0.172934 0.172934
1497 0.355142 0.302752 0.172684 0.172684 0.172684 0.172684
1498 0.355377 0.303713 0.172443 0.172443 0.172443 0.172443
1499 0.355612 0.304640 0.172211 0.172211 0.172211 0.172211
1500 0.355847 0.305532 0.171990 0.171990 0.171990 0.171990
1501 0.356081 0.306388 0.171777 0.171777 0.171777 0.171777
1502 0.356316 0.307210 0.171574 0.171574 0.171574 0.171574
1503 0.356550 0.307996 0.171380 0.171380 0.171380 0.171380
1504 0.356785 0.308746 0.171195 0.171195 0.171195 0.171195
1505 0.357020 0.309462 0.171018 0.171018 0.171018 0.171018
1506 0.357254 0.310142 0.170849 0.170849 0.170849 0.170849
1507 0.357488 0.310787 0.170688 0.170688 0.170688 0.170688
1508 0.357723 0.311398 0.170534 0.170534 0.170534 0.170534
1509 0.357957 0.311975 0.170388 0.170388 0.170388 0.170388
1510 0.358191 0.312519 0.170249 0.170249 0.170249 0.170249
1511 0.358426 0.313029 0.170118 0.170118 0.170118 0.170118
1512 0.358660 0.313507 0.169994 0.169994 0.169994 0.169994
1513 0.358894 0.313953 0.169877 0.169877 0.169877 0.169877
1514 0.359128 0.314369 0.169768 0.169768 0.169768 0.169768
1515 0.359362 0.314754 0.169667 0.169667 0.169667 0.169667
1516 0.359596 0.315110 0.169574 0.169574 0.169574 0.169574
1517 0.359830 0.315438 0.169488 0.169488 0.169488 0.169488
1518 0.360064 0.315738 0.169410 0.169410 0.169410 0.169410
1519 0.360298 0.316013 0.169340 0.169340 0.169340 0.169340
1520 0.360532 0.316264 0.169277 0.169277 0.169277 0.169277
1521 0.360766 0.316491 0.169220 0.169220 0.169220 0.169220
1522 0.361000 0.316697 0.169170 0.169170 0.169170 0.169170
1523 0.361233 0.316882 0.169125 0.169125 0.169125 0.169125
1524 0.361467 0.317049 0.169085 0.169085 0.169085 0.169085
1525 0.361701 0.317199 0.169050 0.169050 0.169050 0.169050
1526 0.361934 0.317334 0.169017 0.169017 0.169017 0.169017
1527 0.362168 0.317456 0.168988 0.168988 0.168988 0.168988
1528 0.362401 0.317566 0.168960 0.168960 0.168960 0.168960
1529 0.362635 0.317666 0.168934 0.168934 0.168934 0.168934
1530 0.362868 0.317759 0.168908 0.168908 0.168908 0.168908
1531 0.363102 0.317845 0.168884 0.168884 0.168884 0.168884
1532 0.363335 0.317927 0.168859 0.168859 0.168859 0.168859
1533 0.363568 0.318006 0.168835 0.168835 0.168835 0.168835
1534 0.363802 0.318085 0.168810 0.168810 0.168810 0.168810
1535 0.364035 0.318164 0.168785 0.168785 0.168785 0.168785
1536 0.364268 0.318246 0.168760 0.168760 0.168760 0.168760
1537 0.364501 0.318332 0.168734 0.168734 0.168734 0.168734
1538 0.364734 0.318425 0.168708 0.168708 0.168708 0.168708
1539 0.364967 0.318525 0.168680 0.168680 0.168680 0.168680
1540 0.365201 0.318636 0.168651 0.168651 0.168651 0.168651
1541 0.365434 0.318758 0.168621 0.168621 0.168621 0.168621
1542 0.365666 0.318893 0.168588 0.168588 0.168588 0.168588
1543 0.365899 0.319043 0.168552 0.168552 0.168552 0.168552
1544 0.366132 0.319210 0.168513 0.168513 0.168513 0.168513
1545 0.366365 0.319396 0.168470 0.168470 0.168470 0.168470
1546 0.366598 0.319601 0.168421 0.168421 0.168421 0.168421
1547 0.366831 0.319829 0.168367 0.168367 0.168367 0.168367
1548 0.367063 0.320079 0.168306 0.168306 0.168306 0.168306
1549 0.367296 0.320355 0.168239 0.168239 0.168239 0.168239
1550 0.367529 0.320656 0.168164 0.168164 0.168164 0.168164
1551 0.367761 0.320985 0.168081 0.168081 0.168081 0.168081
1552 0.367994 0.321343 0.167990 0.167990 0.167990 0.167990
1553 0.368226 0.321730 0.167891 0.167891 0.167891 0.167891
1554 0.368459 0.322148 0.167783 0.167783 0.167783 0.167783
1555 0.368691 0.322598 0.167668 0.167668 0.167668 0.167668
1556 0.368924 0.323080 0.167544 0.167544 0.167544 0.167544
1557 0.369156 0.323595 0.167413 0.167413 0.167413 0.167413
1558 0.369388 0.324144 0.167274 0.167274 0.167274 0.167274
1559 0.369621 0.324727 0.167127 0.167127 0.167127 0.167127
1560 0.369853 0.325345 0.166972 0.166972 0.166972 0.166972
1561 0.370085 0.325998 0.166810 0.166810 0.166810 0.166810
1562 0.370317 0.326686 0.166641 0.166641 0.166641 0.166641
1563 0.370550 0.327410 0.166463 0.166463 0.166463 0.166463
1564 0.370782 0.328171 0.166278 0.166278 0.166278 0.166278
1565 0.371014 0.328967 0.166084 0.166084 0.166084 0.166084
1566 0.371246 0.329800 0.165881 0.165881 0.165881 0.165881
1567 0.371478 0.330668 0.165670 0.165670 0.165670 0.165670
1568 0.371710 0.331573 0.165449 0.165449 0.165449 0.165449
1569 0.371941 0.332514 0.165218 0.165218 0.165218 0.165218
1570 0.372173 0.333490 0.164978 0.164978 0.164978 0.164978
1571 0.372405 0.334501 0.164728 0.164728 0.164728 0.164728
1572 0.372637 0.335547 0.164469 0.164469 0.164469 0.164469
1573 0.372869 0.336626 0.164201 0.164201 0.164201 0.164201
1574 0.373100 0.337738 0.163923 0.163923 0.163923 0.163923
1575 0.373332 0.338883 0.163637 0.163637 0.163637 0.163637
1576 0.373564 0.340058 0.163343 0.163343 0.163343 0.163343
1577 0.373795 0.341263 0.163041 0.163041 0.163041 0.163041
1578 0.374027 0.342497 0.162733 0.162733 0.162733 0.162733
1579 0.374258 0.343759 0.162418 0.162418 0.162418 0.162418
1580 0.374490 0.345047 0.162098 0.162098 0.162098 0.162098
1581 0.374721 0.346359 0.161773 0.161773 0.161773 0.161773
1582 0.374953 0.347696 0.161443 0.161443 0.161443 0.161443
1583 0.375184 0.349054 0.161108 0.161108 0.161108 0.161108
1584 0.375415 0.350433 0.160770 0.160770 0.160770 0.160770
1585 0.375646 0.351831 0.160427 0.160427 0.160427 0.160427
1586 0.375878 0.353248 0.160081 0.160081 0.160081 0.160081
1587 0.376109 0.354680 0.159730 0.159730 0.159730 0.159730
1588 0.376340 0.356127 0.159376 0.159376 0.159376 0.159376
1589 0.376571 0.357587 0.159019 0.159019 0.159019 0.159019
1590 0.376802 0.359059 0.158657 0.158657 0.158657 0.158657
1591 0.377033 0.360540 0.158293 0.158293 0.158293 0.158293
1592 0.377264 0.362030 0.157925 0.157925 0.157925 0.157925
1593 0.377495 0.363526 0.157555 0.157555 0.157555 0.157555
1594 0.377726 0.365026 0.157183 0.157183 0.157183 0.157183
1595 0.377957 0.366529 0.156809 0.156809 0.156809 0.156809
1596 0.378188 0.368033 0.156434 0.156434 0.156434 0.156434
1597 0.378418 0.369536 0.156060 0.156060 0.156060 0.156060
1598 0.378649 0.371035 0.155686 0.155686 0.155686 0.155686
1599 0.378880 0.372530 0.155314 0.155314 0.155314 0.155314
1600 0.379111 0.374019 0.154944 0.154944 0.154944 0.154944
1601 0.379341 0.375499 0.154577 0.154577 0.154577 0.154577
1602 0.379572 0.376968 0.154214 0.154214 0.154214 0.154214
1603 0.379802 0.378426 0.153854 0.153854 0.153854 0.153854
1604 0.380033 0.379870 0.153499 0.153499 0.153499 0.153499
1605 0.380263 0.381300 0.153148 0.153148 0.153148 0.153148
1606 0.380494 0.382712 0.152803 0.152803 0.152803 0.152803
1607 0.380724 0.384107 0.152462 0.152462 0.152462 0.152462
1608 0.380955 0.385482 0.152126 0.152126 0.152126 0.152126
1609 0.381185 0.386837 0.151794 0.151794 0.151794 0.151794
1610 0.381415 0.388170 0.151468 0.151468 0.151468 0.151468
1611 0.381645 0.389480 0.151147 0.151147 0.151147 0.151147
1612 0.381876 0.390765 0.150831 0.150831 0.150831 0.150831
1613 0.382106 0.392025 0.150520 0.150520 0.150520 0.150520
1614 0.382336 0.393258 0.150214 0.150214 0.150214 0.150214
1615 0.382566 0.394464 0.149915 0.149915 0.149915 0.149915
1616 0.382796 0.395641 0.149622 0.149622 0.149622 0.149622
1617 0.383026 0.396788 0.149335 0.149335 0.149335 0.149335
1618 0.383256 0.397906 0.149056 0.149056 0.149056 0.149056
1619 0.383486 0.398991 0.148785 0.148785 0.148785 0.148785
1620 0.383716 0.400045 0.148523 0.148523 0.148523 0.148523
1621 0.383946 0.401066 0.148269 0.148269 0.148269 0.148269
1622 0.384176 0.402055 0.148024 0.148024 0.148024 0.148024
1623 0.384405 0.403009 0.147788 0.147788 0.147788 0.147788
1624 0.384635 0.403930 0.147562 0.147562 0.147562 0.147562
1625 0.384865 0.404817 0.147345 0.147345 0.147345 0.147345
1626 0.385094 0.405670 0.147137 0.147137 0.147137 0.147137
1627 0.385324 0.406488 0.146938 0.146938 0.146938 0.146938
1628 0.385554 0.407273 0.146748 0.146748 0.146748 0.146748
1629 0.385783 0.408025 0.146566 0.146566 0.146566 0.146566
1630 0.386013 0.408743 0.146392 0.146392 0.146392 0.146392
1631 0.386242 0.409428 0.146226 0.146226 0.146226 0.146226
1632 0.386471 0.410081 0.146067 0.146067 0.146067 0.146067
1633 0.386701 0.410702 0.145914 0.145914 0.145914 0.145914
1634 0.386930 0.411292 0.145768 0.145768 0.145768 0.145768
1635 0.387160 0.411851 0.145629 0.145629 0.145629 0.145629
1636 0.387389 0.412380 0.145497 0.145497 0.145497 0.145497
1637 0.387618 0.412880 0.145371 0.145371 0.145371 0.145371
1638 0.387847 0.413352 0.145252 0.145252 0.145252 0.145252
1639 0.388076 0.413796 0.145139 0.145139 0.145139 0.145139
1640 0.388305 0.414213 0.145034 0.145034 0.145034 0.145034
1641 0.388535 0.414605 0.144935 0.144935 0.144935 0.144935
1642 0.388764 0.414972 0.144843 0.144843 0.144843 0.144843
1643 0.388993 0.415316 0.144758 0.144758 0.144758 0.144758
1644 0.389222 0.415638 0.144679 0.144679 0.144679 0.144679
1645 0.389450 0.415938 0.144607 0.144607 0.144607 0.144607
1646 0.389679 0.416220 0.144540 0.144540 0.144540 0.144540
1647 0.389908 0.416483 0.144478 0.144478 0.144478 0.144478
1648 0.390137 0.416730 0.144421 0.144421 0.144421 0.144421
1649 0.390366 0.416962 0.144368 0.144368 0.144368 0.144368
1650 0.390594 0.417181 0.144317 0.144317 0.144317 0.144317
1651 0.390823 0.417389 0.144269 0.144269 0.144269 0.144269
1652 0.391052 0.417586 0.144223 0.144223 0.144223 0.144223
1653 0.391280 0.417776 0.144178 0.144178 0.144178 0.144178
1654 0.391509 0.417959 0.144133 0.144133 0.144133 0.144133
1655 0.391737 0.418137 0.144089 0.144089 0.144089 0.144089
1656 0.391966 0.418312 0.144044 0.144044 0.144044 0.144044
1657 0.392194 0.418486 0.143999 0.143999 0.143999 0.143999
1658 0.392423 0.418659 0.143954 0.143954 0.143954 0.143954
1659 0.392651 0.418834 0.143908 0.143908 0.143908 0.143908
1660 0.392879 0.419013 0.143861 0.143861 0.143861 0.143861
1661 0.393108 0.419196 0.143814 0.143814 0.143814 0.143814
1662 0.393336 0.419385 0.143766 0.143766 0.143766 0.143766
1663 0.393564 0.419583 0.143717 0.143717 0.143717 0.143717
1664 0.393792 0.419790 0.143666 0.143666 0.143666 0.143666
1665 0.394020 0.420008 0.143614 0.143614 0.143614 0.143614
1666 0.394249 0.420239 0.143559 0.143559 0.143559 0.143559
1667 0.394477 0.420484 0.143501 0.143501 0.143501 0.143501
1668 0.394705 0.420745 0.143441 0.143441 0.143441 0.143441
1669 0.394933 0.421023 0.143376 0.143376 0.143376 0.143376
1670 0.395161 0.421320 0.143306 0.143306 0.143306 0.143306
1671 0.395388 0.421638 0.143231 0.143231 0.143231 0.143231
1672 0.395616 0.421978 0.143150 0.143150 0.143150 0.143150
1673 0.395844 0.422340 0.143062 0.143062 0.143062 0.143062
1674 0.396072 0.422728 0.142968 0.142968 0.142968 0.142968
1675 0.396300 0.423140 0.142866 0.142866 0.142866 0.142866
1676 0.396527 0.423580 0.142756 0.142756 0.142756 0.142756
1677 0.396755 0.424047 0.142639 0.142639 0.142639 0.142639
1678 0.396983 0.424542 0.142514 0.142514 0.142514 0.142514
1679 0.397210 0.425067 0.142382 0.142382 0.142382 0.142382
1680 0.397438 0.425622 0.142242 0.142242 0.142242 0.142242
1681 0.397665 0.426208 0.142095 0.142095 0.142095 0.142095
1682 0.397893 0.426825 0.141941 0.141941 0.141941 0.141941
1683 0.398120 0.427475 0.141780 0.141780 0.141780 0.141780
1684 0.398347 0.428156 0.141611 0.141611 0.141611 0.141611
1685 0.398575 0.428871 0.141436 0.141436 0.141436 0.141436
1686 0.398802 0.429618 0.141253 0.141253 0.141253 0.141253
1687 0.399029 0.430400 0.141063 0.141063 0.141063 0.141063
1688 0.399257 0.431215 0.140865 0.140865 0.140865 0.140865
1689 0.399484 0.432064 0.140658 0.140658 0.140658 0.140658
1690 0.399711 0.432948 0.140444 0.140444 0.140444 0.140444
1691 0.399938 0.433866 0.140220 0.140220 0.140220 0.140220
1692 0.400165 0.434819 0.139988 0.139988 0.139988 0.139988
1693 0.400392 0.435806 0.139746 0.139746 0.139746 0.139746
1694 0.400619 0.436827 0.139495 0.139495 0.139495 0.139495
1695 0.400846 0.437882 0.139234 0.139234 0.139234 0.139234
1696 0.401073 0.438970 0.138965 0.138965 0.138965 0.138965
1697 0.401300 0.440091 0.138686 0.138686 0.138686 0.138686
1698 0.401527 0.441245 0.138399 0.138399 0.138399 0.138399
1699 0.401754 0.442429 0.138104 0.138104 0.138104 0.138104
1700 0.401980 0.443645 0.137801 0.137801 0.137801 0.137801
1701 0.402207 0.444891 0.137490 0.137490 0.137490 0.137490
1702 0.402434 0.446165 0.137173 0.137173 0.137173 0.137173
1703 0.402660 0.447467 0.136850 0.136850 0.136850 0.136850
1704 0.402887 0.448797 0.136521 0.136521 0.136521 0.136521
1705 0.403114 0.450152 0.136187 0.136187 0.136187 0.136187
1706 0.403340 0.451532 0.135848 0.135848 0.135848 0.135848
1707 0.403567 0.452936 0.135503 0.135503 0.135503 0.135503
1708 0.403793 0.454362 0.135154 0.135154 0.135154 0.135154
1709 0.404019 0.455810 0.134799 0.134799 0.134799 0.134799
1710 0.404246 0.457278 0.134440 0.134440 0.134440 0.134440
1711 0.404472 0.458764 0.134076 0.134076 0.134076 0.134076
1712 0.404698 0.460269 0.133707 0.133707 0.133707 0.133707
1713 0.404925 0.461790 0.133333 0.133333 0.133333 0.133333
1714 0.405151 0.463326 0.132954 0.132954 0.132954 0.132954
1715 0.405377 0.464875 0.132572 0.132572 0.132572 0.132572
1716 0.405603 0.466436 0.132185 0.132185 0.132185 0.132185
1717 0.405829 0.468008 0.131796 0.131796 0.131796 0.131796
1718 0.406055 0.469588 0.131403 0.131403 0.131403 0.131403
1719 0.406281 0.471175 0.131008 0.131008 0.131008 0.131008
1720 0.406507 0.472768 0.130612 0.130612 0.130612 0.130612
1721 0.406733 0.474364 0.130215 0.130215 0.130215 0.130215
1722 0.406959 0.475962 0.129818 0.129818 0.129818 0.129818
1723 0.407185 0.477561 0.129421 0.129421 0.129421 0.129421
1724 0.407411 0.479158 0.129026 0.129026 0.129026 0.129026
1725 0.407637 0.480752 0.128632 0.128632 0.128632 0.128632
1726 0.407862 0.482341 0.128240 0.128240 0.128240 0.128240
1727 0.408088 0.483924 0.127851 0.127851 0.127851 0.127851
1728 0.408314 0.485499 0.127464 0.127464 0.127464 0.127464
1729 0.408539 0.487066 0.127080 0.127080 0.127080 0.127080
1730 0.408765 0.488621 0.126699 0.126699 0.126699 0.126699
1731 0.408991 0.490164 0.126321 0.126321 0.126321 0.126321
1732 0.409216 0.491694 0.125945 0.125945 0.125945 0.125945
1733 0.409442 0.493210 0.125573 0.125573 0.125573 0.125573
1734 0.409667 0.494709 0.125204 0.125204 0.125204 0.125204
1735 0.409892 0.496190 0.124838 0.124838 0.124838 0.124838
1736 0.410118 0.497653 0.124476 0.124476 0.124476 0.124476
1737 0.410343 0.499095 0.124118 0.124118 0.124118 0.124118
1738 0.410568 0.500516 0.123764 0.123764 0.123764 0.123764
1739 0.410794 0.501915 0.123416 0.123416 0.123416 0.123416
1740 0.411019 0.503289 0.123074 0.123074 0.123074 0.123074
1741 0.411244 0.504638 0.122738 0.122738 0.122738 0.122738
1742 0.411469 0.505961 0.122409 0.122409 0.122409 0.122409
1743 0.411694 0.507256 0.122087 0.122087 0.122087 0.122087
1744 0.411919 0.508524 0.121773 0.121773 0.121773 0.121773
1745 0.412144 0.509762 0.121468 0.121468 0.121468 0.121468
1746 0.412369 0.510970 0.121170 0.121170 0.121170 0.121170
1747 0.412594 0.512148 0.120881 0.120881 0.120881 0.120881
1748 0.412819 0.513294 0.120600 0.120600 0.120600 0.120600
1749 0.413044 0.514409 0.120328 0.120328 0.120328 0.120328
1750 0.413269 0.515492 0.120063 0.120063 0.120063 0.120063
1751 0.413494 0.516542 0.119806 0.119806 0.119806 0.119806
1752 0.413718 0.517560 0.119557 0.119557 0.119557 0.119557
1753 0.413943 0.518545 0.119316 0.119316 0.119316 0.119316
1754 0.414168 0.519498 0.119082 0.119082 0.119082 0.119082
1755 0.414392 0.520417 0.118855 0.118855 0.118855 0.118855
1756 0.414617 0.521303 0.118635 0.118635 0.118635 0.118635
1757 0.414842 0.522156 0.118423 0.118423 0.118423 0.118423
1758 0.415066 0.522976 0.118218 0.118218 0.118218 0.118218
1759 0.415291 0.523764 0.118022 0.118022 0.118022 0.118022
1760 0.415515 0.524518 0.117833 0.117833 0.117833 0.117833
1761 0.415739 0.525240 0.117652 0.117652 0.117652 0.117652
1762 0.415964 0.525930 0.117479 0.117479 0.117479 0.117479
1763 0.416188 0.526588 0.117316 0.117316 0.117316 0.117316
1764 0.416412 0.527214 0.117160 0.117160 0.117160 0.117160
1765 0.416637 0.527810 0.117013 0.117013 0.117013 0.117013
1766 0.416861 0.528375 0.116875 0.116875 0.116875 0.116875
1767 0.417085 0.528912 0.116744 0.116744 0.116744 0.116744
1768 0.417309 0.529419 0.116621 0.116621 0.116621 0.116621
1769 0.417533 0.529900 0.116506 0.116506 0.116506 0.116506
1770 0.417757 0.530353 0.116397 0.116397 0.116397 0.116397
1771 0.417981 0.530782 0.116294 0.116294 0.116294 0.116294
1772 0.418205 0.531186 0.116197 0.116197 0.116197 0.116197
1773 0.418429 0.531567 0.116104 0.116104 0.116104 0.116104
1774 0.418653 0.531926 0.116017 0.116017 0.116017 0.116017
1775 0.418877 0.532265 0.115933 0.115933 0.115933 0.115933
1776 0.419101 0.532584 0.115854 0.115854 0.115854 0.115854
1777 0.419325 0.532886 0.115778 0.115778 0.115778 0.115778
1778 0.419548 0.533170 0.115706 0.115706 0.115706 0.115706
1779 0.419772 0.533439 0.115638 0.115638 0.115638 0.115638
1780 0.419996 0.533693 0.115573 0.115573 0.115573 0.115573
1781 0.420219 0.533934 0.115511 0.115511 0.115511 0.115511
1782 0.420443 0.534164 0.115452 0.115452 0.115452 0.115452
1783 0.420667 0.534384 0.115397 0.115397 0.115397 0.115397
1784 0.420890 0.534594 0.115345 0.115345 0.115345 0.115345
1785 0.421114 0.534798 0.115295 0.115295 0.115295 0.115295
1786 0.421337 0.534996 0.115248 0.115248 0.115248 0.115248
1787 0.421561 0.535189 0.115202 0.115202 0.115202 0.115202
1788 0.421784 0.535380 0.115158 0.115158 0.115158 0.115158
1789 0.422007 0.535570 0.115114 0.115114 0.115114 0.115114
1790 0.422231 0.535760 0.115070 0.115070 0.115070 0.115070
1791 0.422454 0.535953 0.115025 0.115025 0.115025 0.115025
1792 0.422677 0.536150 0.114979 0.114979 0.114979 0.114979
1793 0.422900 0.536353 0.114931 0.114931 0.114931 0.114931
1794 0.423123 0.536562 0.114880 0.114880 0.114880 0.114880
1795 0.423347 0.536780 0.114827 0.114827 0.114827 0.114827
1796 0.423570 0.537008 0.114770 0.114770 0.114770 0.114770
1797 0.423793 0.537248 0.114709 0.114709 0.114709 0.114709
1798 0.424016 0.537501 0.114645 0.114645 0.114645 0.114645
1799 0.424239 0.537767 0.114577 0.114577 0.114577 0.114577
1800 0.424462 0.538050 0.114505 0.114505 0.114505 0.114505
1801 0.424685 0.538348 0.114429 0.114429 0.114429 0.114429
1802 0.424907 0.538665 0.114350 0.114350 0.114350 0.114350
1803 0.425130 0.539000 0.114266 0.114266 0.114266 0.114266
1804 0.425353 0.539355 0.114178 0.114178 0.114178 0.114178
1805 0.425576 0.539732 0.114086 0.114086 0.114086 0.114086
1806 0.425799 0.540131 0.113989 0.113989 0.113989 0.113989
1807 0.426021 0.540553 0.113887 0.113887 0.113887 0.113887
1808 0.426244 0.540999 0.113779 0.113779 0.113779 0.113779
1809 0.426466 0.541471 0.113666 0.113666 0.113666 0.113666
1810 0.426689 0.541969 0.113545 0.113545 0.113545 0.113545
1811 0.426912 0.542495 0.113418 0.113418 0.113418 0.113418
1812 0.427134 0.543048 0.113284 0.113284 0.113284 0.113284
1813 0.427357 0.543631 0.113142 0.113142 0.113142 0.113142
1814 0.427579 0.544243 0.112991 0.112991 0.112991 0.112991
1815 0.427801 0.544884 0.112833 0.112833 0.112833 0.112833
1816 0.428024 0.545557 0.112666 0.112666 0.112666 0.112666
1817 0.428246 0.546260 0.112491 0.112491 0.112491 0.112491
1818 0.428468 0.546994 0.112307 0.112307 0.112307 0.112307
1819 0.428691 0.547759 0.112116 0.112116 0.112116 0.112116
1820 0.428913 0.548556 0.111917 0.111917 0.111917 0.111917
1821 0.429135 0.549383 0.111710 0.111710 0.111710 0.111710
1822 0.429357 0.550242 0.111496 0.111496 0.111496 0.111496
1823 0.429579 0.551133 0.111276 0.111276 0.111276 0.111276
1824 0.429801 0.552054 0.111048 0.111048 0.111048 0.111048
1825 0.430023 0.553006 0.110813 0.110813 0.110813 0.110813
1826 0.430245 0.553988 0.110572 0.110572 0.110572 0.110572
1827 0.430467 0.555001 0.110324 0.110324 0.110324 0.110324
1828 0.430689 0.556044 0.110069 0.110069 0.110069 0.110069
1829 0.430911 0.557116 0.109807 0.109807 0.109807 0.109807
1830 0.431133 0.558217 0.109537 0.109537 0.109537 0.109537
1831 0.431355 0.559347 0.109261 0.109261 0.109261 0.109261
1832 0.431577 0.560505 0.108976 0.108976 0.108976 0.108976
1833 0.431798 0.561691 0.108684 0.108684 0.108684 0.108684
1834 0.432020 0.562903 0.108385 0.108385 0.108385 0.108385
1835 0.432242 0.564141 0.108079 0.108079 0.108079 0.108079
1836 0.432463 0.565404 0.107766 0.107766 0.107766 0.107766
1837 0.432685 0.566691 0.107446 0.107446 0.107446 0.107446
1838 0.432906 0.568001 0.107120 0.107120 0.107120 0.107120
1839 0.433128 0.569332 0.106789 0.106789 0.106789 0.106789
1840 0.433350 0.570683 0.106452 0.106452 0.106452 0.106452
1841 0.433571 0.572054 0.106112 0.106112 0.106112 0.106112
1842 0.433792 0.573443 0.105767 0.105767 0.105767 0.105767
1843 0.434014 0.574848 0.105419 0.105419 0.105419 0.105419
1844 0.434235 0.576268 0.105068 0.105068 0.105068 0.105068
1845 0.434457 0.577703 0.104714 0.104714 0.104714 0.104714
1846 0.434678 0.579150 0.104358 0.104358 0.104358 0.104358
1847 0.434899 0.580608 0.104000 0.104000 0.104000 0.104000
1848 0.435120 0.582076 0.103639 0.103639 0.103639 0.103639
1849 0.435341 0.583553 0.103277 0.103277 0.103277 0.103277
1850 0.435563 0.585037 0.102912 0.102912 0.102912 0.102912
1851 0.435784 0.586528 0.102546 0.102546 0.102546 0.102546
1852 0.436005 0.588023 0.102178 0.102178 0.102178 0.102178
1853 0.436226 0.589521 0.101809 0.101809 0.101809 0.101809
1854 0.436447 0.591020 0.101438 0.101438 0.101438 0.101438
1855 0.436668 0.592520 0.101066 0.101066 0.101066 0.101066
1856 0.436889 0.594019 0.100695 0.100695 0.100695 0.100695
1857 0.437110 0.595515 0.100323 0.100323 0.100323 0.100323
1858 0.437331 0.597007 0.099952 0.099952 0.099952 0.099952
1859 0.437552 0.598492 0.099583 0.099583 0.099583 0.099583
1860 0.437772 0.599970 0.099215 0.099215 0.099215 0.099215
1861 0.437993 0.601440 0.098850 0.098850 0.098850 0.098850
1862 0.438214 0.602898 0.098489 0.098489 0.098489 0.098489
1863 0.438435 0.604345 0.098131 0.098131 0.098131 0.098131
1864 0.438655 0.605779 0.097777 0.097777 0.097777 0.097777
1865 0.438876 0.607198 0.097427 0.097427 0.097427 0.097427
1866 0.439097 0.608601 0.097082 0.097082 0.097082 0.097082
1867 0.439317 0.609988 0.096742 0.096742 0.096742 0.096742
1868 0.439538 0.611356 0.096406 0.096406 0.096406 0.096406
1869 0.439758 0.612706 0.096075 0.096075 0.096075 0.096075
1870 0.439979 0.614035 0.095748 0.095748 0.095748 0.095748
1871 0.440199 0.615344 0.095427 0.095427 0.095427 0.095427
1872 0.440420 0.616630 0.095110 0.095110 0.095110 0.095110
1873 0.440640 0.617894 0.094798 0.094798 0.094798 0.094798
1874 0.440860 0.619133 0.094492 0.094492 0.094492 0.094492
1875 0.441081 0.620348 0.094191 0.094191 0.094191 0.094191
1876 0.441301 0.621538 0.093895 0.093895 0.093895 0.093895
1877 0.441521 0.622701 0.093606 0.093606 0.093606 0.093606
1878 0.441741 0.623837 0.093323 0.093323 0.093323 0.093323
1879 0.441962 0.624945 0.093047 0.093047 0.093047 0.093047
