#Step_num time omega delta |10><10| |r0><r0| |d0><d0|
1461 0.343657 0.237589 0.189063 0.189063 0.189063 0.189063
1462 0.343899 0.238797 0.188753 0.188753 0.188753 0.188753
1463 0.344141 0.240030 0.188437 0.188437 0.188437 0.188437
1464 0.344382 0.241287 0.188115 0.188115 0.188115 0.188115
1465 0.344624 0.242567 0.187788 0.187788 0.187788 0.187788
1466 0.344866 0.243869 0.187457 0.187457 0.187457 0.187457
1467 0.345107 0.245193 0.187121 0.187121 0.187121 0.187121
1468 0.345349 0.246538 0.186782 0.186782 0.186782 0.186782
1469 0.345590 0.247903 0.186439 0.186439 0.186439 0.186439
1470 0.345832 0.249287 0.186092 0.186092 0.186092 0.186092
1471 0.346073 0.250689 0.185741 0.185741 0.185741 0.185741
1472 0.346314 0.252108 0.185387 0.185387 0.185387 0.185387
1473 0.346556 0.253542 0.185029 0.185029 0.185029 0.185029
1474 0.346797 0.254991 0.184668 0.184668 0.184668 0.184668
1475 0.347038 0.256453 0.184302 0.184302 0.184302 0.184302
1476 0.347279 0.257928 0.183934 0.183934 0.183934 0.183934
1477 0.347520 0.259413 0.183561 0.183561 0.183561 0.183561
1478 0.347761 0.260907 0.183185 0.183185 0.183185 0.183185
1479 0.348002 0.262409 0.182807 0.182807 0.182807 0.182807
1480 0.348243 0.263918 0.182425 0.182425 0.182425 0.182425
1481 0.348484 0.265431 0.182042 0.182042 0.182042 0.182042
1482 0.348725 0.266948 0.181658 0.181658 0.181658 0.181658
1483 0.348966 0.268465 0.181273 0.181273 0.181273 0.181273
1484 0.349207 0.269983 0.180888 0.180888 0.180888 0.180888
1485 0.349448 0.271498 0.180504 0.180504 0.180504 0.180504
1486 0.349689 0.273009 0.180122 0.180122 0.180122 0.180122
1487 0.349929 0.274515 0.179743 0.179743 0.179743 0.179743
1488 0.350170 0.276013 0.179366 0.179366 0.179366 0.179366
1489 0.350411 0.277503 0.178993 0.178993 0.178993 0.178993
1490 0.350651 0.278981 0.178623 0.178623 0.178623 0.178623
1491 0.350892 0.280447 0.178258 0.178258 0.178258 0.178258
1492 0.351132 0.281899 0.177897 0.177897 0.177897 0.177897
1493 0.351373 0.283335 0.177541 0.177541 0.177541 0.177541
1494 0.351613 0.284754 0.177189 0.177189 0.177189 0.177189
1495 0.351853 0.286155 0.176841 0.176841 0.176841 0.176841
1496 0.352094 0.287535 0.176498 0.176498 0.176498 0.176498
1497 0.352334 0.288894 0.176160 0.176160 0.176160 0.176160
1498 0.352574 0.290230 0.175826 0.175826 0.175826 0.175826
1499 0.352814 0.291541 0.175498 0.175498 0.175498 0.175498
1500 0.353054 0.292827 0.175174 0.175174 0.175174 0.175174
1501 0.353295 0.294087 0.174857 0.174857 0.174857 0.174857
1502 0.353535 0.295318 0.174545 0.174545 0.174545 0.174545
1503 0.353775 0.296519 0.174240 0.174240 0.174240 0.174240
1504 0.354015 0.297691 0.173943 0.173943 0.173943 0.173943
1505 0.354254 0.298830 0.173653 0.173653 0.173653 0.173653
1506 0.354494 0.299937 0.173372 0.173372 0.173372 0.173372
1507 0.354734 0.301011 0.173100 0.173100 0.173100 0.173100
1508 0.354974 0.302050 0.172838 0.172838 0.172838 0.172838
1509 0.355214 0.303054 0.172585 0.172585 0.172585 0.172585
1510 0.355454 0.304022 0.172343 0.172343 0.172343 0.172343
1511 0.355693 0.304954 0.172110 0.172110 0.172110 0.172110
1512 0.355933 0.305849 0.171888 0.171888 0.171888 0.171888
1513 0.356172 0.306707 0.171676 0.171676 0.171676 0.171676
1514 0.356412 0.307529 0.171473 0.171473 0.171473 0.171473
1515 0.356651 0.308313 0.171280 0.171280 0.171280 0.171280
1516 0.356891 0.309061 0.171095 0.171095 0.171095 0.171095
1517 0.357130 0.309772 0.170919 0.170919 0.170919 0.170919
1518 0.357369 0.310446 0.170751 0.170751 0.170751 0.170751
1519 0.357609 0.311084 0.170591 0.170591 0.170591 0.170591
1520 0.357848 0.311687 0.170439 0.170439 0.170439 0.170439
1521 0.358087 0.312254 0.170295 0.170295 0.170295 0.170295
1522 0.358326 0.312787 0.170158 0.170158 0.170158 0.170158
1523 0.358565 0.313286 0.170028 0.170028 0.170028 0.170028
1524 0.358804 0.313751 0.169907 0.169907 0.169907 0.169907
1525 0.359044 0.314184 0.169793 0.169793 0.169793 0.169793
1526 0.359283 0.314586 0.169688 0.169688 0.169688 0.169688
1527 0.359521 0.314956 0.169590 0.169590 0.169590 0.169590
1528 0.359760 0.315297 0.169501 0.169501 0.169501 0.169501
1529 0.359999 0.315609 0.169420 0.169420 0.169420 0.169420
1530 0.360238 0.315894 0.169346 0.169346 0.169346 0.169346
1531 0.360477 0.316154 0.169281 0.169281 0.169281 0.169281
1532 0.360716 0.316388 0.169222 0.169222 0.169222 0.169222
1533 0.360954 0.316600 0.169170 0.169170 0.169170 0.169170
1534 0.361193 0.316791 0.169124 0.169124 0.169124 0.169124
1535 0.361431 0.316962 0.169084 0.169084 0.169084 0.169084
1536 0.361670 0.317115 0.169047 0.169047 0.169047 0.169047
1537 0.361908 0.317253 0.169014 0.169014 0.169014 0.169014
1538 0.362147 0.317377 0.168984 0.168984 0.168984 0.168984
1539 0.362385 0.317488 0.168957 0.168957 0.168957 0.168957
1540 0.362623 0.317589 0.168930 0.168930 0.168930 0.168930
1541 0.362862 0.317682 0.168905 0.168905 0.168905 0.168905
1542 0.363100 0.317769 0.168880 0.168880 0.168880 0.168880
1543 0.363338 0.317851 0.168855 0.168855 0.168855 0.168855
1544 0.363576 0.317931 0.168830 0.168830 0.168830 0.168830
1545 0.363814 0.318010 0.168805 0.168805 0.168805 0.168805
1546 0.364052 0.318090 0.168780 0.168780 0.168780 0.168780
1547 0.364290 0.318173 0.168754 0.168754 0.168754 0.168754
1548 0.364528 0.318261 0.168727 0.168727 0.168727 0.168727
1549 0.364766 0.318356 0.168700 0.168700 0.168700 0.168700
1550 0.365004 0.318460 0.168672 0.168672 0.168672 0.168672
1551 0.365242 0.318574 0.168642 0.168642 0.168642 0.168642
1552 0.365480 0.318701 0.168611 0.168611 0.168611 0.168611
1553 0.365718 0.318842 0.168577 0.168577 0.168577 0.168577
1554 0.365955 0.318999 0.168540 0.168540 0.168540 0.168540
1555 0.366193 0.319174 0.168499 0.168499 0.168499 0.168499
1556 0.366431 0.319369 0.168453 0.168453 0.168453 0.168453
1557 0.366668 0.319586 0.168402 0.168402 0.168402 0.168402
1558 0.366906 0.319826 0.168345 0.168345 0.168345 0.168345
1559 0.367143 0.320091 0.168280 0.168280 0.168280 0.168280
1560 0.367380 0.320382 0.168209 0.168209 0.168209 0.168209
1561 0.367618 0.320701 0.168129 0.168129 0.168129 0.168129
1562 0.367855 0.321049 0.168041 0.168041 0.168041 0.168041
1563 0.368092 0.321428 0.167944 0.167944 0.167944 0.167944
1564 0.368329 0.321838 0.167839 0.167839 0.167839 0.167839
1565 0.368567 0.322280 0.167725 0.167725 0.167725 0.167725
1566 0.368804 0.322756 0.167602 0.167602 0.167602 0.167602
1567 0.369041 0.323267 0.167472 0.167472 0.167472 0.167472
1568 0.369278 0.323812 0.167333 0.167333 0.167333 0.167333
1569 0.369515 0.324392 0.167186 0.167186 0.167186 0.167186
1570 0.369752 0.325009 0.167031 0.167031 0.167031 0.167031
1571 0.369989 0.325662 0.166869 0.166869 0.166869 0.166869
1572 0.370226 0.326351 0.166698 0.166698 0.166698 0.166698
1573 0.370462 0.327078 0.166520 0.166520 0.166520 0.166520
1574 0.370699 0.327843 0.166333 0.166333 0.166333 0.166333
1575 0.370936 0.328645 0.166138 0.166138 0.166138 0.166138
1576 0.371172 0.329484 0.165934 0.165934 0.165934 0.165934
1577 0.371409 0.330362 0.165720 0.165720 0.165720 0.165720
1578 0.371646 0.331276 0.165497 0.165497 0.165497 0.165497
1579 0.371882 0.332228 0.165264 0.165264 0.165264 0.165264
1580 0.372118 0.333217 0.165021 0.165021 0.165021 0.165021
1581 0.372355 0.334243 0.164768 0.164768 0.164768 0.164768
1582 0.372591 0.335305 0.164505 0.164505 0.164505 0.164505
1583 0.372827 0.336401 0.164233 0.164233 0.164233 0.164233
1584 0.373064 0.337533 0.163950 0.163950 0.163950 0.163950
1585 0.373300 0.338697 0.163659 0.163659 0.163659 0.163659
1586 0.373536 0.339894 0.163359 0.163359 0.163359 0.163359
1587 0.373772 0.341123 0.163052 0.163052 0.163052 0.163052
1588 0.374008 0.342381 0.162737 0.162737 0.162737 0.162737
1589 0.374244 0.343668 0.162416 0.162416 0.162416 0.162416
1590 0.374480 0.344982 0.162089 0.162089 0.162089 0.162089
1591 0.374716 0.346322 0.161757 0.161757 0.161757 0.161757
1592 0.374952 0.347686 0.161420 0.161420 0.161420 0.161420
1593 0.375188 0.349074 0.161078 0.161078 0.161078 0.161078
1594 0.375424 0.350482 0.160732 0.160732 0.160732 0.160732
1595 0.375660 0.351910 0.160383 0.160383 0.160383 0.160383
1596 0.375895 0.353357 0.160029 0.160029 0.160029 0.160029
1597 0.376131 0.354820 0.159671 0.159671 0.159671 0.159671
1598 0.376366 0.356298 0.159310 0.159310 0.159310 0.159310
1599 0.376602 0.357789 0.158944 0.158944 0.158944 0.158944
1600 0.376837 0.359292 0.158575 0.158575 0.158575 0.158575
1601 0.377073 0.360804 0.158203 0.158203 0.158203 0.158203
1602 0.377308 0.362325 0.157828 0.157828 0.157828 0.157828
1603 0.377544 0.363852 0.157450 0.157450 0.157450 0.157450
1604 0.377779 0.365382 0.157070 0.157070 0.157070 0.157070
1605 0.378014 0.366915 0.156688 0.156688 0.156688 0.156688
1606 0.378249 0.368448 0.156306 0.156306 0.156306 0.156306
1607 0.378484 0.369980 0.155924 0.155924 0.155924 0.155924
1608 0.378720 0.371507 0.155543 0.155543 0.155543 0.155543
1609 0.378955 0.373029 0.155164 0.155164 0.155164 0.155164
1610 0.379190 0.374543 0.154788 0.154788 0.154788 0.154788
1611 0.379425 0.376048 0.154415 0.154415 0.154415 0.154415
1612 0.379660 0.377541 0.154046 0.154046 0.154046 0.154046
1613 0.379894 0.379021 0.153682 0.153682 0.153682 0.153682
1614 0.380129 0.380486 0.153322 0.153322 0.153322 0.153322
1615 0.380364 0.381934 0.152967 0.152967 0.152967 0.152967
1616 0.380599 0.383365 0.152617 0.152617 0.152617 0.152617
1617 0.380833 0.384776 0.152273 0.152273 0.152273 0.152273
1618 0.381068 0.386165 0.151933 0.151933 0.151933 0.151933
1619 0.381303 0.387533 0.151599 0.151599 0.151599 0.151599
1620 0.381537 0.388877 0.151270 0.151270 0.151270 0.151270
1621 0.381772 0.390196 0.150946 0.150946 0.150946 0.150946
1622 0.382006 0.391490 0.150627 0.150627 0.150627 0.150627
1623 0.382240 0.392756 0.150314 0.150314 0.150314 0.150314
1624 0.382475 0.393993 0.150007 0.150007 0.150007 0.150007
1625 0.382709 0.395202 0.149706 0.149706 0.149706 0.149706
1626 0.382943 0.396380 0.149412 0.149412 0.149412 0.149412
1627 0.383177 0.397526 0.149126 0.149126 0.149126 0.149126
1628 0.383411 0.398641 0.148847 0.148847 0.148847 0.148847
1629 0.383646 0.399722 0.148577 0.148577 0.148577 0.148577
1630 0.383880 0.400770 0.148316 0.148316 0.148316 0.148316
1631 0.384114 0.401783 0.148065 0.148065 0.148065 0.148065
1632 0.384348 0.402761 0.147823 0.147823 0.147823 0.147823
1633 0.384582 0.403704 0.147591 0.147591 0.147591 0.147591
1634 0.384815 0.404612 0.147368 0.147368 0.147368 0.147368
1635 0.385049 0.405485 0.147156 0.147156 0.147156 0.147156
1636 0.385283 0.406322 0.146953 0.146953 0.146953 0.146953
1637 0.385517 0.407124 0.146759 0.146759 0.146759 0.146759
1638 0.385750 0.407891 0.146573 0.146573 0.146573 0.146573
1639 0.385984 0.408624 0.146396 0.146396 0.146396 0.146396
1640 0.386217 0.409322 0.146226 0.146226 0.146226 0.146226
1641 0.386451 0.409987 0.146064 0.146064 0.146064 0.146064
1642 0.386684 0.410619 0.145909 0.145909 0.145909 0.145909
1643 0.386918 0.411218 0.145761 0.145761 0.145761 0.145761
1644 0.387151 0.411786 0.145620 0.145620 0.145620 0.145620
1645 0.387384 0.412322 0.145486 0.145486 0.145486 0.145486
1646 0.387618 0.412829 0.145358 0.145358 0.145358 0.145358
1647 0.387851 0.413306 0.145237 0.145237 0.145237 0.145237
1648 0.388084 0.413754 0.145123 0.145123 0.145123 0.145123
1649 0.388317 0.414175 0.145017 0.145017 0.145017 0.145017
1650 0.388550 0.414569 0.144917 0.144917 0.144917 0.144917
1651 0.388783 0.414938 0.144825 0.144825 0.144825 0.144825
1652 0.389016 0.415283 0.144739 0.144739 0.144739 0.144739
1653 0.389249 0.415606 0.144661 0.144661 0.144661 0.144661
1654 0.389482 0.415906 0.144588 0.144588 0.144588 0.144588
1655 0.389715 0.416187 0.144522 0.144522 0.144522 0.144522
1656 0.389948 0.416450 0.144461 0.144461 0.144461 0.144461
1657 0.390180 0.416696 0.144404 0.144404 0.144404 0.144404
1658 0.390413 0.416927 0.144351 0.144351 0.144351 0.144351
1659 0.390646 0.417145 0.144301 0.144301 0.144301 0.144301
1660 0.390878 0.417352 0.144253 0.144253 0.144253 0.144253
1661 0.391111 0.417548 0.144207 0.144207 0.144207 0.144207
1662 0.391343 0.417737 0.144162 0.144162 0.144162 0.144162
1663 0.391576 0.417920 0.144117 0.144117 0.144117 0.144117
1664 0.391808 0.418099 0.144072 0.144072 0.144072 0.144072
1665 0.392040 0.418275 0.144027 0.144027 0.144027 0.144027
1666 0.392273 0.418450 0.143981 0.143981 0.143981 0.143981
1667 0.392505 0.418626 0.143935 0.143935 0.143935 0.143935
1668 0.392737 0.418804 0.143888 0.143888 0.143888 0.143888
1669 0.392969 0.418986 0.143841 0.143841 0.143841 0.143841
1670 0.393201 0.419174 0.143792 0.143792 0.143792 0.143792
1671 0.393433 0.419369 0.143743 0.143743 0.143743 0.143743
1672 0.393665 0.419573 0.143692 0.143692 0.143692 0.143692
1673 0.393897 0.419788 0.143640 0.143640 0.143640 0.143640
1674 0.394129 0.420016 0.143586 0.143586 0.143586 0.143586
1675 0.394361 0.420257 0.143529 0.143529 0.143529 0.143529
1676 0.394593 0.420514 0.143469 0.143469 0.143469 0.143469
1677 0.394825 0.420788 0.143405 0.143405 0.143405 0.143405
1678 0.395056 0.421082 0.143337 0.143337 0.143337 0.143337
1679 0.395288 0.421396 0.143263 0.143263 0.143263 0.143263
1680 0.395520 0.421731 0.143184 0.143184 0.143184 0.143184
1681 0.395751 0.422091 0.143097 0.143097 0.143097 0.143097
1682 0.395983 0.422475 0.143004 0.143004 0.143004 0.143004
1683 0.396214 0.422885 0.142903 0.142903 0.142903 0.142903
1684 0.396446 0.423323 0.142794 0.142794 0.142794 0.142794
1685 0.396677 0.423789 0.142677 0.142677 0.142677 0.142677
1686 0.396908 0.424284 0.142553 0.142553 0.142553 0.142553
1687 0.397139 0.424809 0.142420 0.142420 0.142420 0.142420
1688 0.397371 0.425366 0.142280 0.142280 0.142280 0.142280
1689 0.397602 0.425954 0.142132 0.142132 0.142132 0.142132
1690 0.397833 0.426574 0.141976 0.141976 0.141976 0.141976
1691 0.398064 0.427227 0.141814 0.141814 0.141814 0.141814
1692 0.398295 0.427914 0.141644 0.141644 0.141644 0.141644
1693 0.398526 0.428634 0.141467 0.141467 0.141467 0.141467
1694 0.398757 0.429389 0.141282 0.141282 0.141282 0.141282
1695 0.398988 0.430179 0.141090 0.141090 0.141090 0.141090
1696 0.399219 0.431003 0.140889 0.140889 0.140889 0.140889
1697 0.399450 0.431863 0.140681 0.140681 0.140681 0.140681
1698 0.399680 0.432758 0.140464 0.140464 0.140464 0.140464
1699 0.399911 0.433688 0.140237 0.140237 0.140237 0.140237
1700 0.400142 0.434654 0.140002 0.140002 0.140002 0.140002
1701 0.400372 0.435656 0.139757 0.139757 0.139757 0.139757
1702 0.400603 0.436693 0.139502 0.139502 0.139502 0.139502
1703 0.400833 0.437764 0.139237 0.139237 0.139237 0.139237
1704 0.401064 0.438871 0.138963 0.138963 0.138963 0.138963
1705 0.401294 0.440011 0.138680 0.138680 0.138680 0.138680
1706 0.401525 0.441184 0.138388 0.138388 0.138388 0.138388
1707 0.401755 0.442390 0.138087 0.138087 0.138087 0.138087
1708 0.401985 0.443628 0.137778 0.137778 0.137778 0.137778
1709 0.402215 0.444896 0.137462 0.137462 0.137462 0.137462
1710 0.402446 0.446194 0.137139 0.137139 0.137139 0.137139
1711 0.402676 0.447521 0.136810 0.136810 0.136810 0.136810
1712 0.402906 0.448875 0.136475 0.136475 0.136475 0.136475
1713 0.403136 0.450256 0.136134 0.136134 0.136134 0.136134
1714 0.403366 0.451662 0.135788 0.135788 0.135788 0.135788
1715 0.403596 0.453093 0.135437 0.135437 0.135437 0.135437
1716 0.403826 0.454546 0.135081 0.135081 0.135081 0.135081
1717 0.404056 0.456021 0.134720 0.134720 0.134720 0.134720
1718 0.404285 0.457516 0.134354 0.134354 0.134354 0.134354
1719 0.404515 0.459031 0.133983 0.133983 0.133983 0.133983
1720 0.404745 0.460564 0.133608 0.133608 0.133608 0.133608
1721 0.404974 0.462113 0.133227 0.133227 0.133227 0.133227
1722 0.405204 0.463677 0.132842 0.132842 0.132842 0.132842
1723 0.405434 0.465254 0.132452 0.132452 0.132452 0.132452
1724 0.405663 0.466843 0.132058 0.132058 0.132058 0.132058
1725 0.405893 0.468442 0.131661 0.131661 0.131661 0.131661
1726 0.406122 0.470050 0.131261 0.131261 0.131261 0.131261
1727 0.406351 0.471664 0.130860 0.130860 0.130860 0.130860
1728 0.406581 0.473283 0.130456 0.130456 0.130456 0.130456
1729 0.406810 0.474905 0.130053 0.130053 0.130053 0.130053
1730 0.407039 0.476528 0.129650 0.129650 0.129650 0.129650
1731 0.407268 0.478151 0.129247 0.129247 0.129247 0.129247
1732 0.407498 0.479772 0.128846 0.128846 0.128846 0.128846
1733 0.407727 0.481388 0.128447 0.128447 0.128447 0.128447
1734 0.407956 0.482999 0.128051 0.128051 0.128051 0.128051
1735 0.408185 0.484602 0.127657 0.127657 0.127657 0.127657
1736 0.408414 0.486197 0.127266 0.127266 0.127266 0.127266
1737 0.408643 0.487781 0.126878 0.126878 0.126878 0.126878
1738 0.408871 0.489354 0.126493 0.126493 0.126493 0.126493
1739 0.409100 0.490913 0.126110 0.126110 0.126110 0.126110
1740 0.409329 0.492457 0.125731 0.125731 0.125731 0.125731
1741 0.409558 0.493986 0.125355 0.125355 0.125355 0.125355
1742 0.409786 0.495497 0.124983 0.124983 0.124983 0.124983
1743 0.410015 0.496989 0.124614 0.124614 0.124614 0.124614
1744 0.410244 0.498460 0.124249 0.124249 0.124249 0.124249
1745 0.410472 0.499911 0.123888 0.123888 0.123888 0.123888
1746 0.410701 0.501338 0.123533 0.123533 0.123533 0.123533
1747 0.410929 0.502741 0.123184 0.123184 0.123184 0.123184
1748 0.411157 0.504118 0.122840 0.122840 0.122840 0.122840
1749 0.411386 0.505469 0.122504 0.122504 0.122504 0.122504
1750 0.411614 0.506791 0.122175 0.122175 0.122175 0.122175
1751 0.411842 0.508085 0.121854 0.121854 0.121854 0.121854
1752 0.412071 0.509349 0.121542 0.121542 0.121542 0.121542
1753 0.412299 0.510582 0.121238 0.121238 0.121238 0.121238
1754 0.412527 0.511784 0.120942 0.120942 0.120942 0.120942
1755 0.412755 0.512954 0.120656 0.120656 0.120656 0.120656
1756 0.412983 0.514091 0.120378 0.120378 0.120378 0.120378
1757 0.413211 0.515195 0.120108 0.120108 0.120108 0.120108
1758 0.413439 0.516266 0.119847 0.119847 0.119847 0.119847
1759 0.413667 0.517304 0.119593 0.119593 0.119593 0.119593
1760 0.413895 0.518308 0.119347 0.119347 0.119347 0.119347
1761 0.414122 0.519278 0.119109 0.119109 0.119109 0.119109
1762 0.414350 0.520213 0.118878 0.118878 0.118878 0.118878
1763 0.414578 0.521115 0.118655 0.118655 0.118655 0.118655
1764 0.414806 0.521983 0.118439 0.118439 0.118439 0.118439
1765 0.415033 0.522817 0.118231 0.118231 0.118231 0.118231
1766 0.415261 0.523617 0.118031 0.118031 0.118031 0.118031
1767 0.415488 0.524383 0.117839 0.117839 0.117839 0.117839
1768 0.415716 0.525116 0.117655 0.117655 0.117655 0.117655
1769 0.415943 0.525816 0.117480 0.117480 0.117480 0.117480
1770 0.416171 0.526483 0.117314 0.117314 0.117314 0.117314
1771 0.416398 0.527117 0.117156 0.117156 0.117156 0.117156
1772 0.416625 0.527720 0.117007 0.117007 0.117007 0.117007
1773 0.416852 0.528292 0.116867 0.116867 0.116867 0.116867
1774 0.417080 0.528833 0.116736 0.116736 0.116736 0.116736
1775 0.417307 0.529346 0.116612 0.116612 0.116612 0.116612
1776 0.417534 0.529830 0.116495 0.116495 0.116495 0.116495
1777 0.417761 0.530286 0.116386 0.116386 0.116386 0.116386
1778 0.417988 0.530717 0.116283 0.116283 0.116283 0.116283
1779 0.418215 0.531123 0.116185 0.116185 0.116185 0.116185
1780 0.418442 0.531506 0.116093 0.116093 0.116093 0.116093
1781 0.418669 0.531866 0.116005 0.116005 0.116005 0.116005
1782 0.418896 0.532205 0.115921 0.115921 0.115921 0.115921
1783 0.419122 0.532524 0.115842 0.115842 0.115842 0.115842
1784 0.419349 0.532826 0.115766 0.115766 0.115766 0.115766
1785 0.419576 0.533109 0.115694 0.115694 0.115694 0.115694
1786 0.419803 0.533378 0.115625 0.115625 0.115625 0.115625
1787 0.420029 0.533631 0.115560 0.115560 0.115560 0.115560
1788 0.420256 0.533872 0.115498 0.115498 0.115498 0.115498
1789 0.420482 0.534101 0.115440 0.115440 0.115440 0.115440
1790 0.420709 0.534320 0.115385 0.115385 0.115385 0.115385
1791 0.420935 0.534531 0.115332 0.115332 0.115332 0.115332
1792 0.421162 0.534734 0.115283 0.115283 0.115283 0.115283
1793 0.421388 0.534932 0.115236 0.115236 0.115236 0.115236
1794 0.421614 0.535125 0.115190 0.115190 0.115190 0.115190
1795 0.421841 0.535317 0.115146 0.115146 0.115146 0.115146
1796 0.422067 0.535508 0.115102 0.115102 0.115102 0.115102
1797 0.422293 0.535701 0.115058 0.115058 0.115058 0.115058
1798 0.422519 0.535896 0.115013 0.115013 0.115013 0.115013
1799 0.422745 0.536096 0.114966 0.114966 0.114966 0.114966
1800 0.422971 0.536303 0.114917 0.114917 0.114917 0.114917
1801 0.423197 0.536517 0.114865 0.114865 0.114865 0.114865
1802 0.423423 0.536741 0.114810 0.114810 0.114810 0.114810
1803 0.423649 0.536976 0.114751 0.114751 0.114751 0.114751
1804 0.423875 0.537223 0.114688 0.114688 0.114688 0.114688
1805 0.424101 0.537484 0.114621 0.114621 0.114621 0.114621
1806 0.424327 0.537761 0.114551 0.114551 0.114551 0.114551
1807 0.424552 0.538053 0.114476 0.114476 0.114476 0.114476
1808 0.424778 0.538363 0.114397 0.114397 0.114397 0.114397
1809 0.425004 0.538692 0.114314 0.114314 0.114314 0.114314
1810 0.425229 0.539042 0.114227 0.114227 0.114227 0.114227
1811 0.425455 0.539412 0.114136 0.114136 0.114136 0.114136
1812 0.425680 0.539804 0.114040 0.114040 0.114040 0.114040
1813 0.425906 0.540220 0.113939 0.113939 0.113939 0.113939
1814 0.426131 0.540661 0.113833 0.113833 0.113833 0.113833
1815 0.426357 0.541127 0.113721 0.113721 0.113721 0.113721
1816 0.426582 0.541619 0.113603 0.113603 0.113603 0.113603
1817 0.426807 0.542139 0.113478 0.113478 0.113478 0.113478
1818 0.427033 0.542688 0.113345 0.113345 0.113345 0.113345
1819 0.427258 0.543266 0.113204 0.113204 0.113204 0.113204
1820 0.427483 0.543874 0.113055 0.113055 0.113055 0.113055
1821 0.427708 0.544513 0.112898 0.112898 0.112898 0.112898
1822 0.427933 0.545182 0.112732 0.112732 0.112732 0.112732
1823 0.428158 0.545883 0.112557 0.112557 0.112557 0.112557
1824 0.428383 0.546616 0.112374 0.112374 0.112374 0.112374
1825 0.428608 0.547381 0.112183 0.112183 0.112183 0.112183
1826 0.428833 0.548178 0.111983 0.111983 0.111983 0.111983
1827 0.429058 0.549008 0.111776 0.111776 0.111776 0.111776
1828 0.429283 0.549869 0.111561 0.111561 0.111561 0.111561
1829 0.429508 0.550762 0.111339 0.111339 0.111339 0.111339
1830 0.429733 0.551687 0.111110 0.111110 0.111110 0.111110
1831 0.429957 0.552643 0.110874 0.110874 0.110874 0.110874
1832 0.430182 0.553631 0.110632 0.110632 0.110632 0.110632
1833 0.430407 0.554650 0.110382 0.110382 0.110382 0.110382
1834 0.430631 0.555699 0.110125 0.110125 0.110125 0.110125
1835 0.430856 0.556779 0.109861 0.109861 0.109861 0.109861
1836 0.431080 0.557889 0.109590 0.109590 0.109590 0.109590
1837 0.431305 0.559028 0.109311 0.109311 0.109311 0.109311
1838 0.431529 0.560196 0.109025 0.109025 0.109025 0.109025
1839 0.431753 0.561393 0.108731 0.108731 0.108731 0.108731
1840 0.431978 0.562616 0.108429 0.108429 0.108429 0.108429
1841 0.432202 0.563867 0.108120 0.108120 0.108120 0.108120
1842 0.432426 0.565143 0.107803 0.107803 0.107803 0.107803
1843 0.432651 0.566443 0.107480 0.107480 0.107480 0.107480
1844 0.432875 0.567767 0.107151 0.107151 0.107151 0.107151
1845 0.433099 0.569113 0.106815 0.106815 0.106815 0.106815
1846 0.433323 0.570481 0.106475 0.106475 0.106475 0.106475
1847 0.433547 0.571867 0.106130 0.106130 0.106130 0.106130
1848 0.433771 0.573273 0.105781 0.105781 0.105781 0.105781
1849 0.433995 0.574695 0.105428 0.105428 0.105428 0.105428
1850 0.434219 0.576132 0.105073 0.105073 0.105073 0.105073
1851 0.434443 0.577584 0.104715 0.104715 0.104715 0.104715
1852 0.434667 0.579049 0.104355 0.104355 0.104355 0.104355
1853 0.434890 0.580525 0.103992 0.103992 0.103992 0.103992
1854 0.435114 0.582011 0.103627 0.103627 0.103627 0.103627
1855 0.435338 0.583506 0.103260 0.103260 0.103260 0.103260
1856 0.435562 0.585009 0.102892 0.102892 0.102892 0.102892
1857 0.435785 0.586517 0.102521 0.102521 0.102521 0.102521
1858 0.436009 0.588030 0.102149 0.102149 0.102149 0.102149
1859 0.436232 0.589547 0.101775 0.101775 0.101775 0.101775
1860 0.436456 0.591064 0.101400 0.101400 0.101400 0.101400
1861 0.436679 0.592582 0.101024 0.101024 0.101024 0.101024
1862 0.436903 0.594098 0.100648 0.100648 0.100648 0.100648
1863 0.437126 0.595612 0.100272 0.100272 0.100272 0.100272
1864 0.437349 0.597120 0.099896 0.099896 0.099896 0.099896
1865 0.437573 0.598622 0.099523 0.099523 0.099523 0.099523
1866 0.437796 0.600116 0.099151 0.099151 0.099151 0.099151
1867 0.438019 0.601601 0.098782 0.098782 0.098782 0.098782
1868 0.438242 0.603074 0.098417 0.098417 0.098417 0.098417
1869 0.438466 0.604536 0.098055 0.098055 0.098055 0.098055
1870 0.438689 0.605983 0.097698 0.097698 0.097698 0.097698
1871 0.438912 0.607415 0.097345 0.097345 0.097345 0.097345
1872 0.439135 0.608830 0.096998 0.096998 0.096998 0.096998
1873 0.439358 0.610228 0.096654 0.096654 0.096654 0.096654
1874 0.439581 0.611607 0.096316 0.096316 0.096316 0.096316
1875 0.439804 0.612967 0.095983 0.095983 0.095983 0.095983
1876 0.440027 0.614305 0.095655 0.095655 0.095655 0.095655
1877 0.440249 0.615621 0.095331 0.095331 0.095331 0.095331
1878 0.440472 0.616915 0.095013 0.095013 0.095013 0.095013
1879 0.440695 0.618185 0.094699 0.094699 0.094699 0.094699
1880 0.440918 0.619431 0.094391 0.094391 0.094391 0.094391
1881 0.441140 0.620650 0.094088 0.094088 0.094088 0.094088
1882 0.441363 0.621844 0.093792 0.093792 0.093792 0.093792
1883 0.441586 0.623010 0.093501 0.093501 0.093501 0.093501
