0 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1 0.000010 1.000000 0.000000 0.000000 0.000000 0.000000
2 0.000110 1.000000 0.000000 0.000000 0.000000 0.000000
3 0.001110 1.000000 0.000000 0.000000 0.000000 0.000000
4 0.011110 1.000000 0.000000 0.000000 0.000000 0.000000
5 0.111110 1.000000 0.000000 0.000000 0.000000 0.000000
6 0.205555 1.000000 0.000000 0.000000 0.000000 0.000000
7 0.295277 1.000000 0.000000 0.000000 0.000000 0.000000
8 0.349596 1.000000 0.000000 0.000000 0.000000 0.000000
9 0.381372 1.000000 0.000000 0.000000 0.000000 0.000000
10 0.414607 1.000000 0.000000 0.000000 0.000000 0.000000
11 0.447720 1.000000 0.000000 0.000000 0.000000 0.000000
12 0.480929 0.999999 0.000001 0.000000 0.000000 0.000000
13 0.513901 0.999994 0.000006 0.000000 0.000000 0.000000
14 0.545630 0.999971 0.000029 0.000000 0.000000 0.000000
15 0.575817 0.999889 0.000111 0.000000 0.000000 0.000000
16 0.604726 0.999631 0.000369 0.000000 0.000000 0.000000
17 0.632543 0.998918 0.001082 0.000000 0.000000 0.000000
18 0.659311 0.997180 0.002820 0.000000 0.000000 0.000000
19 0.685075 0.993404 0.006596 0.000000 0.000000 0.000000
20 0.709939 0.986055 0.013945 0.000000 0.000000 0.000000
21 0.734103 0.973197 0.026801 0.000000 0.000000 0.000000
22 0.760000 0.950712 0.049285 0.000000 0.000000 0.000000
23 0.783919 0.921934 0.078060 0.000000 0.000000 0.000000
24 0.809585 0.885664 0.114326 0.000000 0.000000 0.000000
25 0.837740 0.845109 0.154875 0.000000 0.000000 0.000000
26 0.864222 0.808013 0.191963 0.000000 0.000000 0.000000
27 0.880841 0.787967 0.212003 0.000000 0.000000 0.000000
28 0.899027 0.770046 0.229917 0.000000 0.000000 0.000000
29 0.919483 0.752318 0.247636 0.000000 0.000000 0.000000
30 0.931090 0.743712 0.256237 0.000000 0.000000 0.000000
31 0.945786 0.736092 0.263850 0.000000 0.000000 0.000000
32 0.964098 0.729367 0.270567 0.000000 0.000000 0.000000
33 0.979819 0.723852 0.276074 0.000000 0.000000 0.000000
34 0.994841 0.723672 0.276247 0.000000 0.000000 0.000000
35 1.010635 0.723758 0.276153 0.000000 0.000000 0.000000
36 1.025417 0.724823 0.275081 0.000000 0.000000 0.000000
37 1.041422 0.731674 0.268223 0.000000 0.000000 0.000000
38 1.057028 0.737388 0.262501 0.000000 0.000000 0.000000
39 1.072242 0.745431 0.254452 0.000000 0.000000 0.000000
40 1.088395 0.759371 0.240505 0.000000 0.000000 0.000000
41 1.105434 0.773995 0.225874 0.000000 0.000000 0.000000
42 1.122303 0.790897 0.208966 0.000000 0.000000 0.000000
43 1.141191 0.815648 0.184208 0.000000 0.000000 0.000000
44 1.160308 0.842060 0.157790 0.000000 0.000000 0.000000
45 1.180950 0.871028 0.128817 0.000000 0.000000 0.000000
46 1.202448 0.902595 0.097246 0.000000 0.000000 0.000000
47 1.225104 0.933523 0.066315 0.000000 0.000000 0.000000
48 1.249925 0.960021 0.039815 0.000000 0.000000 0.000000
49 1.278632 0.980063 0.019771 0.000000 0.000000 0.000000
50 1.307428 0.991158 0.008675 0.000000 0.000000 0.000000
51 1.334777 0.996170 0.003663 0.000000 0.000000 0.000000
52 1.360283 0.998180 0.001653 0.000000 0.000000 0.000000
53 1.386543 0.999036 0.000797 0.000000 0.000000 0.000000
54 1.415590 0.999409 0.000424 0.000000 0.000000 0.000000
55 1.451675 0.999540 0.000293 0.000000 0.000000 0.000000
56 1.485180 0.999565 0.000268 0.000000 0.000000 0.000000
57 1.529763 0.999573 0.000260 0.000000 0.000000 0.000000
58 1.574306 0.999573 0.000260 0.000000 0.000000 0.000000
59 1.607823 0.999573 0.000260 0.000000 0.000000 0.000000
60 1.643091 0.999573 0.000260 0.000000 0.000000 0.000000
61 1.677271 0.999573 0.000260 0.000000 0.000000 0.000000
62 1.710903 0.999573 0.000260 0.000000 0.000000 0.000000
63 1.744092 0.999573 0.000260 0.000000 0.000000 0.000000
64 1.777040 0.999573 0.000260 0.000000 0.000000 0.000000
